x,z
72.26923161593314,-5.069110804502593
72.42734487199691,-5.060997563933292
72.58545812806068,-5.05052468931454
72.74357138412445,-5.037544743152867
72.90168464018822,-5.021910287954684
73.05979789625198,-5.003473886226404
73.21791115231575,-4.982088100474439
73.37602440837952,-4.9576054932052
73.53413766444329,-4.929878626925101
73.69225092050706,-4.898760064140553
73.85036417657084,-4.864102367357967
74.0084774326346,-4.825758099083757
74.16659068869836,-4.7835798218243335
74.32470394476213,-4.737420098086109
74.4828172008259,-4.687131490375497
74.64093045688968,-4.632566561198907
