observation_index,A,B,M,N,value,reciprocal_group,reciprocal_pair_count,reciprocal_error_percent,reciprocal_mean_value,reciprocal_partner_value
226,17,44,26,35,7.218633,17-44|26-35,1,0.6874248222278474,7.19390665,7.1691803
227,17,47,27,37,7.06782136,17-47|27-37,1,1.5002820693935204,7.015197485,6.96257361
228,17,50,28,39,6.70325508,17-50|28-39,1,0.9266202952837677,6.672341445,6.64142781
229,17,53,29,41,6.34380796,17-53|29-41,1,0.7742170775703866,6.319345235,6.29488251
230,17,56,30,43,6.10499692,17-56|30-43,1,0.9743529593905131,6.0753990049999995,6.04580109
231,18,21,19,20,299.264509,18-21|19-20,1,0.049825199188740746,299.189973,299.115437
232,18,24,20,22,102.825993,18-24|20-22,1,0.012106621247118364,102.81976900000001,102.813545
233,18,27,21,24,45.1834717,18-27|21-24,1,0.1458017464903249,45.15055655,45.1176414
234,18,30,22,26,27.0253004,18-30|22-26,1,0.15277207989553446,27.0046726,26.9840448
235,18,33,23,28,17.3965109,18-33|23-28,1,0.6735181118103838,17.3381232,17.2797355
236,18,36,24,30,13.4347997,18-36|24-30,1,0.30705359787507275,13.414205299999999,13.3936109
237,18,39,25,32,8.84650944,18-39|25-32,1,1.2113458240718313,8.793251099999999,8.73999276
238,18,42,26,34,7.87753083,18-42|26-34,1,1.214015380888574,7.830002115,7.7824734
239,18,45,27,36,7.01962045,18-45|27-36,1,0.7385585181577351,6.9937938200000005,6.96796719
240,18,48,28,38,7.175969,18-48|28-38,1,0.9845908214207874,7.140815095000001,7.10566119
241,18,51,29,40,6.77341005,18-51|29-40,1,1.0228524906793905,6.7389453150000005,6.70448058
242,18,54,30,42,6.40355174,18-54|30-42,1,1.387770199286452,6.35942464,6.31529754
243,19,22,20,21,257.333907,19-22|20-21,1,0.06502119639490463,257.417595,257.501283
244,19,25,21,23,111.382526,19-25|21-23,1,0.027744668385120155,111.39797949999999,111.413433
245,19,28,22,25,43.1851915,19-28|22-25,1,0.07442860147216586,43.20126855,43.2173456
246,19,31,23,27,25.5659454,19-31|23-27,1,0.1415905186924301,25.584057700000002,25.60217
247,19,34,24,29,16.7405877,19-34|24-29,1,0.04207308296098605,16.7370668,16.7335459
248,19,37,25,31,11.1747454,19-37|25-31,1,0.06086554129673181,11.17134565,11.1679459
249,19,40,26,33,8.48693065,19-40|26-33,1,0.5080349765724193,8.465426985,8.44392332
250,19,43,27,35,7.3417107,19-43|27-35,1,0.3511745696022265,7.328842185,7.31597367
251,19,46,28,37,7.41999993,19-46|28-37,1,0.16570658827915732,7.4138573050000005,7.40771468
252,19,49,29,39,7.24892922,19-49|29-39,1,0.14068531113430974,7.243833715,7.23873821
253,19,52,30,41,6.78369353,19-52|30-41,1,0.24102135345004508,6.775528295,6.76736306
254,19,55,31,43,6.46872636,19-55|31-43,1,0.16273678604014322,6.473994145,6.47926193
255,20,23,21,22,296.390172,20-23|21-22,1,0.014598378111594205,296.3685395,296.346907
256,20,26,22,24,90.9470466,20-26|22-24,1,0.04584298528222718,90.9678978,90.988749
257,20,29,23,26,38.1847204,20-29|23-26,1,0.02972317954040607,38.1903961,38.1960718
258,20,32,24,28,25.6073958,20-32|24-28,1,0.028040362327217756,25.6038061,25.6002164
259,20,35,25,30,15.2556688,20-35|25-30,1,0.04241916399879959,15.25890515,15.2621415
260,20,38,26,32,10.0314073,20-38|26-32,1,0.3221194070401492,10.015276725,9.99914615
261,20,41,27,34,8.03467506,20-41|27-34,1,0.6586359774621292,8.008302279999999,7.9819295
262,20,44,28,36,7.33559036,20-44|28-36,1,0.10762209388851765,7.331645125,7.32769989
263,20,47,29,38,7.69216692,20-47|29-38,1,0.1967585365843912,7.684606860000001,7.6770468
264,20,50,30,40,7.27062795,20-50|30-40,1,0.3511848799400484,7.257883655,7.24513936
265,20,53,31,42,6.70179853,20-53|31-42,1,0.36600857666292613,6.689556355,6.67731418
266,20,56,32,44,6.17602152,20-56|32-44,1,0.4231332659564819,6.162982705,6.14994389
267,21,24,22,23,382.702445,21-24|22-23,1,0.00423105280814835,382.694349,382.686253
268,21,27,23,25,84.7931769,21-27|23-25,1,0.0724582273534072,84.82390785000001,84.8546388
269,21,30,24,27,43.182707,21-30|24-27,1,0.06263832845971064,43.1962357,43.2097644
270,21,33,25,29,20.6236316,21-33|25-29,1,0.1287308553887708,20.61036565,20.5970997
271,21,36,26,31,14.7375552,21-36|26-31,1,0.3741554405441227,14.710035999999999,14.6825168
272,21,39,27,33,9.09875913,21-39|27-33,1,0.38998202421349776,9.081051895,9.06334466
273,21,42,28,35,7.58148724,21-42|28-35,1,0.030143762446244875,7.582630085,7.58377293
274,21,45,29,37,7.93590681,21-45|29-37,1,0.0601081048303263,7.933522464999999,7.93113812
275,21,48,30,39,7.69374556,21-48|30-39,1,0.2718613833093946,7.683301595,7.67285763
276,21,51,31,41,7.03952063,21-51|31-41,1,0.283455240752519,7.029557805,7.01959498
277,21,54,32,43,6.53635915,21-54|32-43,1,0.4165769703437735,6.522772965,6.50918678
278,22,25,23,24,252.343208,22-25|23-24,1,0.07446446204385503,252.437196,252.531184
279,22,28,24,26,93.4660284,22-28|24-26,1,0.03181430694538427,93.48089855,93.4957687
280,22,31,25,28,41.1163345,22-31|25-28,1,0.01223724804605218,41.1138189,41.1113033
281,22,34,26,30,20.4695218,22-34|26-30,1,0.15952607766261415,20.4532077,20.4368936
282,22,37,27,32,13.4934437,22-37|27-32,1,0.07561862385352183,13.48834385,13.483244
283,22,40,28,34,8.71362236,22-40|28-34,1,0.1688982769531695,8.70626999,8.69891762
284,22,43,29,36,7.91979301,22-43|29-36,1,0.011278699109460302,7.92023966,7.92068631
285,22,46,30,38,8.33110383,22-46|30-38,1,0.16053522966423786,8.324422015,8.3177402
286,22,49,31,40,7.7256403,22-49|31-40,1,0.1747142044335268,7.718897295,7.71215429
287,22,52,32,42,6.92180214,22-52|32-42,1,0.25937773599681957,6.91283696,6.90387178
288,22,55,33,44,6.4092071,22-55|33-44,1,0.2078712412916172,6.41587548,6.42254386
289,23,26,24,25,384.482641,23-26|24-25,1,0.04986783824150927,384.5785315,384.674422
290,23,29,25,27,91.4737023,23-29|25-27,1,0.016117541330308034,91.48107455,91.4884468
291,23,32,26,29,40.146158,23-32|26-29,1,0.015905113923016814,40.1493509,40.1525438
292,23,35,27,31,22.4917946,23-35|27-31,1,0.1505060273694408,22.5087331,22.5256716
293,23,38,28,33,12.0954081,23-38|28-33,1,0.12600563802698272,12.08779245,12.0801768
294,23,41,29,35,9.07373403,23-41|29-35,1,0.08840863597447995,9.069724820000001,9.06571561
