time,dayl (s),prcp (mm/day),srad (W/m2),tmax (degrees C),tmin (degrees C),pet (mm/day)
1985-03-25,43669.21,0.0,716.68,5.64,-17.23,2.7460753177922004
1985-03-26,43825.55,9.98,359.58,1.29,-11.14,1.6306343929301816
1985-03-27,43981.78,29.39,322.74,-3.05,-13.79,1.2588749661364262
1985-03-28,44137.89,16.56,364.89,-1.74,-13.93,1.441021834500606
1985-03-29,44293.84,7.48,198.88,-6.54,-12.59,0.803965233977482
1985-03-30,44449.6,5.72,465.96,-7.34,-23.3,1.2241448325569892
1985-03-31,44605.16,9.43,443.08,-4.44,-18.96,1.4107973561565585
1985-04-01,44760.49,0.0,728.98,-0.21,-20.4,2.2342162858719736
1985-04-02,44915.54,0.0,759.95,4.26,-18.48,2.7908613263475552
1985-04-03,45070.31,0.0,751.27,3.68,-18.39,2.7272375270687883
1985-04-04,45224.76,5.72,405.01,1.01,-11.75,1.788275162094817
1985-04-05,45378.86,0.0,710.89,0.78,-18.22,2.3810912447351753
1985-04-06,45532.59,0.0,689.4,3.22,-14.87,2.645141711647823
1985-04-07,45685.91,0.0,751.78,5.88,-15.47,3.0825632014518174
1985-04-08,45838.79,4.86,568.42,7.41,-15.4,2.8413853722785163
1985-04-09,45991.21,5.66,405.14,4.42,-8.59,2.1196919997365056
1985-04-10,46143.13,0.0,723.37,5.2,-14.73,2.996865831188806
1985-04-11,46294.52,0.0,727.09,6.86,-13.62,3.229611082730206
1985-04-12,46445.35,0.0,632.23,6.94,-9.19,3.0509499736162464
1985-04-13,46595.59,0.0,748.82,7.23,-13.98,3.354812963248669
1985-04-14,46745.21,0.0,776.14,8.51,-14.51,3.590122978704444
1985-04-15,46894.16,0.0,772.7,9.81,-12.97,3.7920837240350367
1985-04-16,47042.42,0.0,751.28,9.05,-12.09,3.6670715696685527
1985-04-17,47189.95,0.0,578.1,7.16,-6.68,2.9980600280344056
1985-04-18,47336.71,10.69,461.8,6.98,-8.28,2.627024441206085
1985-04-19,47482.67,5.68,398.74,3.59,-8.79,2.1114477203729827
1985-04-20,47627.78,9.95,483.8,2.89,-12.88,2.2907479880121
1985-04-21,47772.02,4.84,241.28,2.46,-4.43,1.4820825429896591
1985-04-22,47915.34,5.09,401.24,0.45,-11.38,1.8668730070983048
1985-04-23,48057.7,0.0,761.77,2.34,-17.35,2.887310856632909
1985-04-24,48199.07,10.76,479.04,5.51,-9.23,2.5852847630328184
1985-04-25,48339.39,11.42,463.64,3.35,-10.65,2.3283214572264828
1985-04-26,48478.63,4.23,295.19,0.14,-7.98,1.5458774057165103
1985-04-27,48616.74,0.0,772.62,6.47,-13.68,3.5372604197085025
1985-04-28,48753.68,0.0,687.5,9.41,-7.28,3.7737377798269502
1985-04-29,48889.41,0.0,495.02,6.32,-4.37,2.7693479052403402
1985-04-30,49023.88,0.0,625.5,8.85,-5.48,3.5336138954156624
1985-05-01,49157.05,0.0,757.95,10.63,-8.87,4.191505061642891
1985-05-02,49288.86,0.0,775.48,11.86,-8.52,4.4426090382179595
1985-05-03,49419.27,0.0,754.59,12.81,-6.42,4.554006891990572
1985-05-04,49548.23,0.0,606.76,11.5,-2.18,3.86170554941289
1985-05-05,49675.7,0.0,731.62,12.0,-6.03,4.392902324901441
1985-05-06,49801.61,0.0,618.47,10.95,-2.89,3.8619798749695193
1985-05-07,49925.93,0.0,771.41,11.5,-8.12,4.460822679163439
1985-05-08,50048.6,0.0,773.23,12.49,-7.16,4.640735500501727
1985-05-09,50169.57,10.39,496.88,9.44,-5.74,3.2193428317491706
1985-05-10,50288.79,10.52,437.67,8.83,-3.74,2.9205963891638906
1985-05-11,50406.21,4.72,378.04,4.05,-6.14,2.2222972244126082
1985-05-12,50521.76,7.26,342.77,1.68,-7.26,1.8956202777528768
1985-05-13,50635.41,0.0,320.53,-3.17,-9.0,1.4449922820924959
1985-05-14,50747.09,0.0,750.27,4.59,-11.99,3.477200834468805
1985-05-15,50856.76,0.0,862.42,14.4,-10.21,5.281675222934926
1985-05-16,50964.36,4.99,515.92,10.5,-4.09,3.4810997808261743
1985-05-17,51069.83,0.0,614.71,7.73,-4.41,3.5548936650583345
1985-05-18,51173.12,9.12,555.77,9.78,-6.67,3.559356757295542
1985-05-19,51274.18,0.0,628.07,6.93,-5.53,3.5140284817861245
1985-05-20,51372.95,0.0,757.33,8.56,-8.27,4.161169043360371
1985-05-21,51469.38,4.83,415.64,8.39,-2.44,2.845350461239332
1985-05-22,51563.42,0.0,668.52,11.42,-2.56,4.315833207637019
1985-05-23,51655.02,0.0,750.81,13.59,-3.34,4.974299913408934
1985-05-24,51744.11,0.0,799.69,14.01,-5.46,5.209313602773265
1985-05-25,51830.66,0.0,784.35,13.18,-5.55,5.029909037207996
1985-05-26,51914.6,0.0,759.77,14.0,-3.91,5.090358145329241
1985-05-27,51995.89,0.0,794.2,14.79,-4.86,5.346602512697951
1985-05-28,52074.47,0.0,750.11,16.29,-1.35,5.4522844851737124
1985-05-29,52150.31,0.0,686.95,14.78,-0.49,4.950596274465383
1985-05-30,52223.35,0.0,550.06,11.32,0.16,3.842538607870023
1985-05-31,52293.54,0.0,721.23,8.99,-6.97,4.200257988674115
1985-06-01,52360.84,0.0,761.71,12.1,-5.58,4.835877968499875
1985-06-02,52425.21,0.0,764.14,13.47,-4.35,5.080860701138119
1985-06-03,52486.59,0.0,771.33,13.25,-5.03,5.070652549326331
1985-06-04,52544.96,0.0,787.15,15.48,-3.8,5.5102205037530645
1985-06-05,52600.27,0.0,777.63,15.49,-3.47,5.481757078970321
1985-06-06,52652.48,0.0,819.37,18.39,-3.35,6.138079597316637
1985-06-07,52701.56,0.0,805.46,19.94,-1.11,6.37346542087653
1985-06-08,52747.47,0.0,833.38,22.03,-1.6,6.851656692216393
1985-06-09,52790.18,0.0,842.27,22.93,-1.95,7.046058358471255
1985-06-10,52829.66,4.18,528.33,15.79,-1.12,4.362507627425426
1985-06-11,52865.88,0.0,772.97,14.62,-5.23,5.316242141656974
1985-06-12,52898.81,0.0,806.82,16.08,-6.33,5.667551457742292
1985-06-13,52928.44,0.0,791.9,17.83,-3.93,5.9360026791781975
1985-06-14,52954.73,0.0,762.86,19.55,-0.65,6.13109179822131
1985-06-15,52977.68,0.0,819.89,19.58,-4.38,6.347414564653282
1985-06-16,52997.25,0.0,804.56,19.08,-4.07,6.200936846013139
1985-06-17,53013.45,0.0,820.9,20.65,-4.07,6.539556271971816
1985-06-18,53026.25,0.0,764.52,18.12,-3.03,5.877893657439145
1985-06-19,53035.64,0.0,801.76,19.69,-3.98,6.291763249190981
1985-06-20,53041.63,0.0,831.7,21.93,-4.72,6.796610987979768
1985-06-21,53044.2,0.0,636.05,19.25,2.86,5.447460190154446
1985-06-22,53043.35,0.0,818.1,21.31,-4.42,6.6301858343016375
1985-06-23,53039.09,0.0,765.25,21.25,-1.06,6.411666258404661
1985-06-24,53031.41,8.85,509.27,18.18,-0.17,4.601745150908065
1985-06-25,53020.33,3.31,434.1,15.33,0.74,3.8203064445186565
1985-06-26,53005.84,0.0,551.3,9.98,-3.31,3.724988520235171
1985-06-27,52987.97,0.0,759.85,13.45,-7.76,5.029517842639136
1985-06-28,52966.73,0.0,794.92,17.51,-6.15,5.84720779183634
1985-06-29,52942.12,0.0,776.38,18.29,-4.5,5.917669407631358
1985-06-30,52914.17,0.0,708.56,15.86,-3.44,5.239273907762141
1985-07-01,52882.9,0.0,763.71,18.91,-3.32,5.969514213677691
1985-07-02,52848.34,0.0,770.06,19.02,-3.68,6.006420355634626
1985-07-03,52810.5,0.0,794.77,22.79,-1.83,6.76932180160451
1985-07-04,52769.41,0.0,779.88,22.25,-1.42,6.603352804428057
1985-07-05,52725.11,0.0,759.18,23.97,1.3,6.801117001907592
1985-07-06,52677.63,0.0,764.08,25.64,2.54,7.10599958625236
1985-07-07,52626.99,5.36,578.52,26.61,2.28,6.166302357449003
1985-07-08,52573.24,0.0,778.61,24.59,0.62,6.977846003428119
1985-07-09,52516.41,0.0,749.75,20.59,-1.38,6.146373180434067
1985-07-10,52456.54,0.0,768.61,22.87,-0.42,6.612881744643195
1985-07-11,52393.67,0.0,764.7,23.86,0.67,6.756083026675575
1985-07-12,52327.85,11.74,430.93,17.79,2.59,4.037555263706422
1985-07-13,52259.11,0.0,585.07,19.8,4.41,5.145072690091395
1985-07-14,52187.5,0.0,655.35,19.94,2.15,5.543438748717276
1985-07-15,52113.07,4.95,517.31,20.07,0.63,4.814734933634053
1985-07-16,52035.87,5.47,533.08,20.6,0.2,4.969207822514858
1985-07-17,51955.93,0.0,702.02,19.45,-0.04,5.669673386434882
1985-07-18,51873.32,0.0,589.44,18.42,3.21,4.93549572983781
1985-07-19,51788.08,6.24,289.45,15.32,5.9,2.836976160474968
1985-07-20,51700.27,6.42,316.09,16.29,6.09,3.0870580840097572
1985-07-21,51609.93,7.72,307.13,13.17,3.48,2.757707359459145
1985-07-22,51517.12,6.11,228.32,12.84,5.9,2.216924511848543
1985-07-23,51421.89,0.0,390.37,14.08,5.23,3.2439984938156736
1985-07-24,51324.29,0.0,597.05,14.08,0.02,4.324198416539646
1985-07-25,51224.37,4.04,469.9,12.89,-2.24,3.5789534129982292
1985-07-26,51122.2,0.0,619.7,16.68,1.81,4.7684074362352025
1985-07-27,51017.82,0.0,742.24,20.25,0.62,5.87497915739713
1985-07-28,50911.29,0.0,607.44,13.55,-0.65,4.257386661959041
1985-07-29,50802.66,3.37,405.26,16.71,4.24,3.6123123671381023
1985-07-30,50691.99,0.0,554.92,15.21,2.72,4.2022598755430876
1985-07-31,50579.33,0.0,651.21,17.93,2.64,5.038403213410499
1985-08-01,50464.73,5.81,548.09,19.71,0.96,4.751470257072405
1985-08-02,50348.24,4.06,446.7,17.7,4.1,3.9179308935532147
1985-08-03,50229.93,0.0,592.42,16.24,3.25,4.473035326279663
1985-08-04,50109.83,0.0,790.41,19.78,-0.92,5.88204561666854
1985-08-05,49988.01,0.0,784.06,20.3,-0.02,5.925445091364719
1985-08-06,49864.52,0.0,781.09,21.22,1.09,6.045960912078602
1985-08-07,49739.4,0.0,760.93,20.16,1.27,5.772529871768802
1985-08-08,49612.71,0.0,790.86,21.53,1.0,6.098086275508145
1985-08-09,49484.5,0.0,670.31,18.79,3.9,5.115693382353452
1985-08-10,49354.81,0.0,859.91,20.44,-5.81,6.0869354862287235
1985-08-11,49223.7,0.0,628.27,18.23,4.63,4.794073161512392
1985-08-12,49091.22,0.0,660.92,13.49,-0.94,4.279892783902436
1985-08-13,48957.4,0.0,839.58,18.17,-5.95,5.583108909090861
1985-08-14,48822.3,0.0,777.44,17.15,-2.46,5.2170301030548885
1985-08-15,48685.96,0.0,770.6,17.21,-2.02,5.182734327232042
1985-08-16,48548.43,0.0,800.31,17.69,-3.46,5.332386838822913
1985-08-17,48409.75,0.0,839.34,22.16,-3.01,6.153570539369354
1985-08-18,48269.97,4.05,402.69,15.14,3.29,3.2285366672007614
1985-08-19,48129.13,0.0,805.04,19.51,-3.39,5.553346952227947
1985-08-20,47987.27,0.0,800.6,20.56,-2.63,5.677108878040041
1985-08-21,47844.43,0.0,731.09,20.07,0.56,5.313861418034854
1985-08-22,47700.65,0.0,749.23,20.29,-0.68,5.391639092609229
1985-08-23,47555.97,0.0,774.92,20.17,-2.82,5.439750375485196
1985-08-24,47410.43,0.0,811.1,21.61,-5.08,5.755779086754537
1985-08-25,47264.07,0.0,819.1,23.01,-5.35,5.977485059357812
1985-08-26,47116.92,0.0,801.28,24.7,-2.34,6.15701870320125
1985-08-27,46969.03,0.0,686.08,19.02,-0.45,4.8346877257641525
1985-08-28,46820.42,0.0,678.48,20.76,1.24,5.019673348845008
1985-08-29,46671.13,0.0,689.76,20.93,0.56,5.0669686287763565
1985-08-30,46521.21,0.0,670.1,20.47,0.8,4.897440842141342
1985-08-31,46370.67,0.0,752.87,22.36,-2.56,5.471635937280124
1985-09-01,46219.56,4.77,507.03,20.96,-0.34,4.2705446687201
1985-09-02,46067.9,5.86,382.08,15.56,1.23,3.052578199714198
1985-09-03,45915.73,3.9,417.43,16.03,-0.02,3.259714741538372
1985-09-04,45763.07,0.0,497.46,15.17,1.49,3.4220321463830854
1985-09-05,45609.97,0.0,500.53,12.79,-0.9,3.171345376177167
1985-09-06,45456.45,0.0,674.82,15.64,-5.24,4.110838499717054
1985-09-07,45302.53,0.0,434.64,8.06,-3.53,2.44591120458754
1985-09-08,45148.25,0.0,643.6,13.9,-5.5,3.74764452387246
1985-09-09,44993.64,0.0,594.9,14.81,-2.43,3.673014200961995
1985-09-10,44838.73,0.0,618.05,15.7,-2.78,3.839791538014236
1985-09-11,44683.53,18.11,251.55,7.97,-1.1,1.7704961163285273
1985-09-12,44528.09,0.0,590.88,9.71,-7.44,3.0249532423866334
1985-09-13,44372.43,0.0,711.28,15.5,-8.85,4.036858753827912
1985-09-14,44216.57,8.38,507.54,16.52,-6.49,3.5569200575888646
1985-09-15,44060.53,4.74,139.65,8.21,3.39,1.221821093733089
1985-09-16,43904.36,0.0,600.8,14.19,-3.7,3.4764202758749065
1985-09-17,43748.07,0.0,501.85,12.91,-1.3,2.9855714481924687
1985-09-18,43591.69,5.32,395.53,14.3,-1.27,2.7931547568568855
1985-09-19,43435.25,7.2,351.0,11.76,-1.47,2.376579857964352
1985-09-20,43278.76,6.92,297.43,6.93,-3.8,1.8033238208807865
1985-09-21,43122.27,10.52,308.36,8.69,-2.46,1.9522183004918798
1985-09-22,42965.78,7.19,271.45,5.06,-4.41,1.5691266854469446
1985-09-23,42809.34,2.53,454.14,6.01,-12.09,2.173880139268407
1985-09-24,42652.95,0.0,590.64,10.45,-6.4,2.8733734550311767
1985-09-25,42496.66,0.0,318.1,4.52,-3.25,1.5817596216602627
1985-09-26,42340.49,0.0,692.08,12.83,-10.53,3.3448493449293375
1985-09-27,42184.46,10.69,483.85,14.15,-6.79,2.975145750873451
1985-09-28,42028.6,25.75,198.79,6.52,-0.02,1.3230130057387557
1985-09-29,41872.93,0.0,245.55,-0.37,-6.12,1.0763544575010153
1985-09-30,41717.48,0.0,636.26,4.79,-13.54,2.2951740230103486
1985-10-01,41562.29,0.0,677.34,8.49,-13.4,2.719275498639585
1985-10-02,41407.37,0.0,625.25,8.64,-9.86,2.610018509612515
1985-10-03,41252.76,0.0,603.61,10.0,-7.64,2.6728598570257827
1985-10-04,41098.48,0.0,515.23,10.15,-3.8,2.438829468620721
1985-10-05,40944.56,0.0,631.44,10.76,-9.36,2.774172869479563
1985-10-06,40791.04,17.29,478.09,14.73,-7.45,2.8693313790552692
1985-10-07,40637.93,29.57,264.47,5.57,-3.57,1.4391184697258206
1985-10-08,40485.27,7.74,213.91,5.07,-2.12,1.239609860979288
1985-10-09,40333.1,0.0,465.49,10.16,-2.17,2.2066928676785373
1985-10-10,40181.44,6.25,429.5,10.17,-7.24,2.219919887160722
1985-10-11,40030.32,5.4,181.51,3.64,-2.41,1.0514382310766266
1985-10-12,39879.78,0.0,533.19,6.58,-8.23,2.0388826241609714
1985-10-13,39729.85,6.0,248.46,3.85,-4.38,1.2395792772599175
1985-10-14,39580.56,0.0,249.75,-0.26,-6.06,0.9804027694536522
1985-10-15,39431.95,0.0,638.9,8.77,-13.35,2.3890032189002133
1985-10-16,39284.05,0.0,596.62,8.95,-9.79,2.2919569821531156
1985-10-17,39136.9,0.0,586.74,9.37,-9.15,2.288309184475051
1985-10-18,38990.53,0.0,482.17,8.23,-5.13,1.9445797061048404
1985-10-19,38844.99,0.0,535.71,9.28,-6.73,2.1284795868769515
1985-10-20,38700.3,0.0,564.02,7.96,-10.04,2.074502704389311
1985-10-21,38556.52,0.0,511.49,9.65,-5.93,2.072047112562758
1985-10-22,38413.67,0.0,289.56,3.49,-4.31,1.1893779531378226
1985-10-23,38271.8,0.0,488.08,7.75,-6.84,1.8487457421883728
1985-10-24,38130.95,0.0,548.28,9.55,-8.65,2.095632708308248
1985-10-25,37991.16,0.0,584.32,12.69,-9.79,2.4354308628122423
1985-10-26,37852.47,0.0,506.96,9.25,-7.17,1.9517358431443872
1985-10-27,37714.94,0.0,579.06,11.76,-10.78,2.309288451939735
1985-10-28,37578.59,0.0,525.02,10.24,-8.24,2.040901139971581
1985-10-29,37443.48,0.0,516.14,10.5,-8.09,2.0317527713671653
1985-10-30,37309.66,0.0,490.76,8.76,-8.34,1.8372917957759527
1985-10-31,37177.16,0.0,270.32,2.22,-5.84,1.0285368731269344
1985-11-01,37046.04,0.0,509.69,4.21,-13.8,1.5427211803969167
1985-11-02,36916.35,0.0,522.12,6.43,-12.94,1.6991847252279608
1985-11-03,36788.12,0.0,481.74,8.91,-8.24,1.765335523086369
1985-11-04,36661.42,0.0,548.02,10.8,-12.58,2.0556864863776783
1985-11-05,36536.3,1.59,384.73,6.3,-6.18,1.3902796721597208
1985-11-06,36412.79,0.0,229.11,0.81,-6.25,0.8565375613731459
1985-11-07,36290.96,7.11,326.28,1.76,-13.84,1.1671574436559644
1985-11-08,36170.86,8.17,144.19,-0.46,-6.52,0.7035472268510585
1985-11-09,36052.53,4.12,102.28,-1.82,-5.89,0.5626898189541801
1985-11-10,35936.03,2.92,203.58,1.4,-7.25,0.8796973653110467
1985-11-11,35821.42,0.0,260.56,2.51,-5.57,0.9343534233618728
1985-11-12,35708.74,3.95,135.89,0.47,-5.21,0.6949910087557953
1985-11-13,35598.06,0.0,407.77,-7.08,-20.68,0.7382385279689162
1985-11-14,35489.41,0.0,500.98,-4.42,-24.06,0.9349758618733137
1985-11-15,35382.87,0.0,326.56,-6.44,-16.74,0.6717955511194023
1985-11-16,35278.48,6.04,386.76,1.09,-24.81,1.2421010303240856
1985-11-17,35176.29,4.74,268.22,-1.13,-13.44,0.8662005584210362
1985-11-18,35076.36,7.61,278.21,-0.76,-13.72,0.8920418145258686
1985-11-19,34978.75,0.0,343.41,-11.99,-23.05,0.49782982945636434
1985-11-20,34883.5,7.94,359.29,-6.5,-27.44,0.7773497624256096
1985-11-21,34790.67,5.31,111.91,-8.96,-13.74,0.39356677491574377
1985-11-22,34700.32,6.0,374.55,0.8,-26.25,1.197366208645878
1985-11-23,34612.48,11.84,175.69,-1.81,-9.71,0.671828308073761
1985-11-24,34527.23,13.66,119.36,-0.05,-5.22,0.610953955650958
1985-11-25,34444.6,11.22,98.78,-1.57,-5.66,0.5246601583492241
1985-11-26,34364.65,0.0,372.11,3.09,-9.19,0.9885126008525411
1985-11-27,34287.43,0.0,470.89,-2.95,-21.37,0.8790714995082596
1985-11-28,34212.98,15.74,237.3,-4.99,-15.15,0.6256004912099241
1985-11-29,34141.35,21.87,244.34,-1.58,-12.09,0.7384309948172135
1985-11-30,34072.59,9.35,234.34,-2.1,-12.19,0.7057500995713669
1985-12-01,34006.75,5.46,233.07,-3.61,-13.46,0.649371002354255
1985-12-02,33943.86,14.68,251.31,0.0,-10.76,0.785355775041417
1985-12-03,33883.97,6.8,231.59,0.97,-8.65,0.7791817940992253
1985-12-04,33827.12,0.0,409.03,-1.76,-14.93,0.7830044795636494
1985-12-05,33773.35,0.0,498.79,-2.43,-28.44,0.95719940194203
1985-12-06,33722.69,0.0,465.92,-0.41,-19.57,0.9394523915536463
1985-12-07,33675.19,0.0,482.17,-2.3,-24.73,0.9093652339614103
1985-12-08,33630.87,0.0,359.15,-5.91,-17.97,0.6139625478213886
1985-12-09,33589.76,0.0,457.56,-6.15,-25.82,0.7173307821204872
1985-12-10,33551.9,3.33,308.9,-11.84,-29.02,0.4954334819126035
1985-12-11,33517.31,0.0,468.41,-10.07,-32.61,0.6019814115832058
1985-12-12,33486.02,0.0,454.67,-15.34,-36.51,0.43213222301423776
1985-12-13,33458.05,0.0,303.82,-12.97,-24.03,0.40408897588482046
1985-12-14,33433.43,0.0,446.87,-9.81,-30.21,0.5896796201975741
1985-12-15,33412.16,0.0,459.31,-7.79,-30.65,0.6787301314287577
1985-12-16,33394.26,0.0,464.18,-6.3,-30.11,0.7424054326100042
1985-12-17,33379.76,0.0,468.55,-3.63,-29.18,0.8690499200388759
1985-12-18,33368.65,0.0,399.7,-3.54,-20.95,0.7625037989857985
1985-12-19,33360.95,0.0,423.4,-5.18,-24.83,0.7359844616617293
1985-12-20,33356.66,0.0,453.1,0.4,-23.22,1.0193515224266172
1985-12-21,33355.8,0.0,453.36,0.88,-23.61,1.0564288502578383
1985-12-22,33358.34,0.0,445.3,-2.26,-25.2,0.8942737581353506
1985-12-23,33364.31,0.0,463.29,1.86,-25.12,1.1470058186109868
1985-12-24,33373.68,0.0,372.19,-2.84,-19.96,0.7849752746373897
1985-12-25,33386.46,0.0,430.8,-1.34,-24.13,0.9349628969377952
1985-12-26,33402.63,0.0,421.19,-5.21,-27.06,0.7654759567041834
1985-12-27,33422.18,0.0,388.31,-7.42,-26.23,0.6516752392969969
1985-12-28,33445.11,0.0,420.2,-1.94,-23.95,0.9035133039415969
1985-12-29,33471.38,4.96,309.33,-2.77,-26.22,0.8922853893678205
1985-12-30,33500.98,14.18,224.31,-2.02,-16.42,0.77757608436087
1985-12-31,33533.89,0.0,428.59,-4.44,-27.85,0.8235078812328048
1986-01-01,33570.26,0.0,338.62,-0.67,-20.19,0.9306620445945085
1986-01-02,33609.73,0.0,250.26,-0.64,-13.77,0.8049723713229766
1986-01-03,33652.43,0.0,335.56,-2.36,-21.34,0.8573163041091195
1986-01-04,33698.34,0.0,312.43,-4.35,-21.34,0.7511830001530201
1986-01-05,33747.41,6.24,251.62,-2.55,-22.43,0.8676031217537788
1986-01-06,33799.61,6.86,177.82,-3.37,-15.75,0.7007392409514752
1986-01-07,33854.92,0.0,336.31,-1.83,-20.18,0.8833656733962564
1986-01-08,33913.28,0.0,379.34,1.51,-21.01,1.1122677079942695
1986-01-09,33974.66,0.0,356.46,2.04,-17.92,1.0943528338331332
1986-01-10,34039.02,0.0,358.86,5.91,-14.29,1.2940495923674302
1986-01-11,34106.31,0.0,361.73,6.23,-14.1,1.3209473542502463
1986-01-12,34176.5,0.0,372.56,5.9,-15.27,1.3327890876420605
1986-01-13,34249.53,0.0,368.2,4.04,-16.45,1.2295537341338343
1986-01-14,34325.36,0.0,381.84,5.24,-16.46,1.3271782491403108
1986-01-15,34403.94,6.34,274.57,2.48,-18.59,1.168970950532313
1986-01-16,34485.22,0.0,268.25,1.19,-11.83,0.9349138206585702
1986-01-17,34569.16,0.0,347.06,4.06,-13.84,1.2013185968434315
1986-01-18,34655.7,0.0,307.86,3.36,-11.78,1.1022202342099012
1986-01-19,34744.79,0.0,382.31,6.85,-13.73,1.4341262873627478
1986-01-20,34836.37,4.43,319.25,7.87,-20.46,1.6830249340026218
1986-01-21,34930.41,0.0,349.09,-0.22,-17.43,1.017092190807596
1986-01-22,35026.84,0.0,388.28,0.95,-19.08,1.139906443366173
1986-01-23,35125.6,0.0,419.54,3.6,-19.41,1.3510668327484245
1986-01-24,35226.66,0.0,352.99,-2.04,-18.98,0.9529331057984707
1986-01-25,35329.94,0.0,366.87,-2.09,-19.8,0.9737560861353666
1986-01-26,35435.41,0.0,408.59,3.11,-17.89,1.3151498019722923
1986-01-27,35543.0,0.0,401.14,5.48,-14.72,1.4427736929591084
1986-01-28,35652.66,0.0,370.06,4.92,-12.72,1.3544696925026936
1986-01-29,35764.34,0.0,371.98,7.06,-10.62,1.4857892443199896
1986-01-30,35877.99,0.0,357.21,7.51,-9.06,1.4866864295303348
1986-01-31,35993.54,0.0,298.46,2.83,-10.12,1.1316633138097334
1986-02-01,36110.95,0.0,350.68,5.21,-10.48,1.360018079957489
1986-02-02,36230.16,0.0,344.38,6.1,-9.03,1.4013345992790285
1986-02-03,36351.13,4.01,254.0,-1.25,-16.15,0.978526782519921
1986-02-04,36473.8,0.0,456.49,0.72,-21.8,1.3102038707871646
1986-02-05,36598.11,0.0,392.94,-4.57,-21.79,0.9447348723895798
1986-02-06,36724.03,0.0,394.53,-1.62,-18.8,1.1022178308615282
1986-02-07,36851.49,3.37,214.94,-6.75,-18.33,0.6936266058681643
1986-02-08,36980.45,0.0,359.75,-5.62,-20.07,0.871897571278959
1986-02-09,37110.85,0.0,418.88,-6.31,-23.82,0.9065090973150248
1986-02-10,37242.66,5.46,312.32,-10.14,-27.88,0.6837726243901424
1986-02-11,37375.82,5.31,153.37,-9.71,-17.16,0.5069867707622255
1986-02-12,37510.29,14.39,249.64,-4.3,-16.59,0.8507435037643671
1986-02-13,37646.02,23.37,116.61,-1.7,-6.88,0.6620430737917733
1986-02-14,37782.96,20.68,193.74,0.96,-7.55,0.9491779022208836
1986-02-15,37921.07,24.76,117.31,0.14,-4.76,0.7156478817306844
1986-02-16,38060.31,18.59,115.17,-2.05,-6.59,0.6400220881740587
1986-02-17,38200.63,23.85,135.49,-0.36,-5.67,0.7464626577143229
1986-02-18,38341.99,21.78,81.33,0.92,-1.85,0.6118345055305175
1986-02-19,38484.35,40.26,133.48,0.83,-3.92,0.7709354616576457
1986-02-20,38627.66,24.39,191.6,0.23,-6.35,0.8990422470187793
1986-02-21,38771.9,0.0,523.05,0.12,-14.88,1.4624152894311293
1986-02-22,38917.02,3.68,414.86,1.33,-15.92,1.4555769563921406
1986-02-23,39062.97,2.82,229.27,1.71,-5.7,1.0595103206694685
1986-02-24,39209.73,0.0,479.79,5.73,-6.5,1.7974121022761058
1986-02-25,39357.26,0.0,594.8,10.66,-7.57,2.4699939761036713
1986-02-26,39505.52,0.0,618.3,8.25,-11.49,2.333652748115056
1986-02-27,39654.47,0.0,610.35,6.22,-12.21,2.156766274323866
1986-02-28,39804.08,0.0,642.32,7.75,-14.05,2.3789683543085935
1986-03-01,39954.32,0.0,620.48,8.19,-10.85,2.3902186693737018
1986-03-02,40105.15,0.0,632.12,10.43,-9.89,2.6492064693609683
1986-03-03,40256.54,0.0,591.16,8.2,-8.49,2.365937585309097
1986-03-04,40408.46,0.0,606.66,7.87,-9.59,2.3904481790469303
1986-03-05,40560.88,0.0,590.87,7.5,-8.81,2.3416866598778365
1986-03-06,40713.76,0.0,620.41,7.47,-10.22,2.420582406976902
1986-03-07,40867.08,0.0,581.3,6.7,-8.44,2.2847470871752593
1986-03-08,41020.8,6.02,448.45,8.25,-8.29,2.194725957519589
1986-03-09,41174.9,8.62,279.95,0.36,-7.75,1.2078884141547164
1986-03-10,41329.35,9.01,366.34,1.21,-9.77,1.4728794581324482
1986-03-11,41484.12,0.0,588.74,3.16,-10.72,2.056765297217073
1986-03-12,41639.18,0.0,656.52,3.1,-13.97,2.1860575402715092
1986-03-13,41794.5,0.0,704.72,3.28,-18.26,2.276804160990717
1986-03-14,41950.06,7.64,468.42,0.71,-15.29,1.6965624595652158
1986-03-15,42105.82,0.0,599.53,1.17,-13.24,1.9663135417032633
1986-03-16,42261.77,3.37,462.66,1.7,-14.1,1.7865443357913595
1986-03-17,42417.88,4.25,294.09,-2.35,-10.82,1.155153472644218
1986-03-18,42574.11,0.0,624.92,0.38,-15.24,1.978931717850157
1986-03-19,42730.45,6.34,453.98,-4.04,-19.27,1.3660695266441274
1986-03-20,42886.87,0.0,635.21,3.47,-13.08,2.317589327672267
1986-03-21,43043.34,0.0,725.42,8.38,-14.8,3.015497875301607
1986-03-22,43199.83,0.0,657.76,8.25,-10.31,2.897097581208882
1986-03-23,43356.32,0.0,670.33,10.94,-8.45,3.252224363875342
1986-03-24,43512.79,0.0,623.59,10.53,-6.35,3.1059909209244707
1986-03-25,43669.21,0.0,632.69,7.93,-9.33,2.862389687996657
1986-03-26,43825.55,0.0,674.88,10.74,-8.9,3.3031033239932803
1986-03-27,43981.78,0.0,714.61,12.81,-9.53,3.6747653590614755
1986-03-28,44137.89,0.0,652.55,13.15,-5.3,3.574327589241157
1986-03-29,44293.84,0.0,565.05,9.91,-4.56,2.9642979358781574
