56
# x y z
21.375 2965.981 0.0
22.875 2964.563 0.0
24.375 2963.821 0.0
25.875 2963.132 0.0
27.375 2962.38 0.0
28.875 2961.36 0.0
30.375 2960.586 0.0
31.875 2959.859 0.0
33.375 2959.2 0.0
34.875 2958.635 0.0
36.375 2958.012 0.0
37.875 2957.277 0.0
39.375 2956.528 0.0
40.875 2955.697 0.0
42.375 2954.975 0.0
43.875 2954.283 0.0
45.375 2953.512 0.0
46.875 2952.847 0.0
48.375 2951.95 0.0
49.875 2951.131 0.0
51.375 2950.357 0.0
52.875 2949.624 0.0
54.375 2948.811 0.0
55.875 2948.158 0.0
57.375 2947.454 0.0
58.875 2946.845 0.0
60.375 2946.19 0.0
61.875 2945.65 0.0
63.375 2945.17 0.0
64.875 2944.684 0.0
66.375 2944.204 0.0
67.875 2943.74 0.0
69.375 2943.484 0.0
70.875 2943.148 0.0
72.375 2942.711 0.0
73.875 2942.282 0.0
75.375 2941.835 0.0
76.875 2941.254 0.0
78.375 2940.771 0.0
79.875 2940.297 0.0
81.375 2939.781 0.0
82.875 2939.288 0.0
84.375 2939.127 0.0
85.875 2939.202 0.0
87.375 2939.147 0.0
88.875 2939.03 0.0
90.375 2938.745 0.0
91.875 2938.389 0.0
93.375 2938.393 0.0
94.875 2938.589 0.0
96.375 2938.645 0.0
97.875 2938.588 0.0
99.375 2938.778 0.0
100.875 2938.937 0.0
102.375 2939.046 0.0
103.875 2939.099 0.0
930
# a b m n r rhoa k
33 30 36 27 37.5706628 1102.8325413281946 29.353555650559205
35 31 39 27 16.6100962 690.868516778257 41.5932881098098
37 32 42 27 13.1384728 725.7020305750298 55.23488472534112
39 33 45 27 10.8803642 682.5272591540302 62.7301850018982
41 34 48 27 9.53381645 665.874887690842 69.8434767632685
43 35 51 27 8.03304379 615.4094073171276 76.60974138884005
45 36 54 27 7.13991012 620.403084574113 86.89228213619488
30 29 31 28 232.33993 2341.123433802356 10.07628535397405
32 30 34 28 86.4725858 1641.1316105603103 18.97863462017936
34 31 37 28 29.4493669 899.1312122034996 30.531427560281426
36 32 40 28 17.3249512 735.6687974196337 42.46296505698866
38 33 43 28 13.5583347 729.7876934515845 53.8257617619946
40 34 46 28 11.217449 673.8668323041558 60.07309079846548
42 35 49 28 9.43988566 632.9695978724611 67.05267634274091
44 36 52 28 7.5865963 580.7322557523635 76.54714087691255
46 37 55 28 6.67500552 575.9809121307151 86.28920386731231
31 30 32 29 208.304126 1995.1890582204594 9.57825030417525
33 31 35 29 90.05605 1815.7648863467346 20.162608579287394
35 32 38 29 25.195363 783.7987306583593 31.10884850749558
37 33 41 29 18.4094706 778.654641474244 42.29641679507308
39 34 44 29 14.2122946 738.7774701472288 51.981575877777594
41 35 47 29 11.3077051 650.9197737869614 57.564268614235566
43 36 50 29 8.16640179 533.4556041001548 65.32321306470458
45 37 53 29 7.12388646 547.9660338828587 76.91953499815587
32 31 33 30 225.275519 2201.9626933084683 9.774531662752349
34 32 36 30 62.1132023 1257.4911642197885 20.245151073458477
36 33 39 30 27.9033827 859.4352435323736 30.80039623770682
38 34 42 30 20.2080479 849.716434025575 42.04841745379944
40 35 45 30 14.4992096 717.86175215467 49.51040587444642
42 36 48 30 10.2008561 567.2446053698742 55.60754899482155
44 37 51 30 7.95109589 523.5304578128838 65.84381135075002
46 38 54 30 7.15454844 550.1059305741461 76.8889798129798
33 32 34 31 217.471831 2152.6822476548655 9.898671647524159
35 33 37 31 52.4655855 1022.375822053217 19.486598925941976
37 34 40 31 33.3756555 993.9084754139607 29.77944434421552
39 35 43 31 21.9230164 897.0748027388837 40.91931449446362
41 36 46 31 12.9413412 591.2477531936105 45.68674483241432
43 37 49 31 8.86188758 487.9911085935716 55.0662716253473
45 38 52 31 7.76459497 519.3379743173572 66.88539148840589
47 39 55 31 7.31945328 546.2446862215537 74.62916495609542
34 33 35 32 179.330206 1723.0524224609144 9.60826656531535
36 34 38 32 64.2771133 1271.2670276332756 19.777911022542384
38 35 41 32 34.126687 1021.7138882190856 29.938853666606597
40 36 44 32 17.3699603 678.1720290074103 39.04280823298199
42 37 47 32 11.1954614 496.97221584520327 44.390507732464094
44 38 50 32 8.76697911 489.6037051669964 55.84634102852293
46 39 53 32 7.78693662 525.2027070091738 67.4466394988038
35 34 36 33 213.477923 2060.7437508886305 9.653193744482095
37 35 39 33 67.1040901 1327.0229915174255 19.775590273854643
39 36 42 33 28.1602221 860.3954729399557 30.553575532344812
41 37 45 33 14.5508555 538.2033003585493 36.987742772825236
43 38 48 33 10.0414276 460.8166855715663 45.89155087585019
45 39 51 33 8.8461255 510.5179498987672 57.71090969699302
47 40 54 33 8.34367506 558.0880544360197 66.8875585905211
36 35 37 34 220.792119 2228.7524229972237 10.09434771988951
38 36 40 34 47.8957581 928.0134215572107 19.37569125891361
40 37 43 34 21.6321502 658.5242539534869 30.44192314980722
42 38 46 34 13.0654116 460.7488183672152 35.26477637851189
44 39 49 34 10.5837787 503.5784484963643 47.580213340662944
46 40 52 34 9.06020986 540.6952967657876 59.67801023604409
48 41 55 34 8.3517056 557.532313450795 66.75670098462221
37 36 38 35 115.55803 1126.762017977814 9.75061636112881
39 37 41 35 36.1352271 730.6711066115947 20.220465325693073
41 38 44 35 17.8425132 511.61734140207227 28.674062654025235
43 39 47 35 12.3404201 443.7588403382141 35.959783924877414
45 40 50 35 10.7730168 530.2364982652888 49.21894285594067
47 41 53 35 9.70454475 585.9371876349944 60.3776068563128
38 37 39 36 122.494991 1210.9924736574349 9.886057085039786
40 38 42 36 29.8344326 630.1578310910862 21.121830588830647
42 39 45 36 18.4253497 494.0728602177385 26.814843042991928
44 40 48 36 14.8007887 573.3721114530883 38.739294444024345
46 41 51 36 11.9690644 626.3081809055856 52.32724630553292
48 42 54 36 10.7116442 646.7640524921978 60.37953094933809
39 38 40 37 58.2727498 588.0301979087486 10.090997935174643
41 39 43 37 28.6914202 562.5587465094366 19.607211584090095
43 40 46 37 17.5064297 464.0981104046146 26.510151890343156
45 41 49 37 14.8688123 624.3632719288411 41.99146907845767
47 42 52 37 12.6945733 676.7549404763844 53.31057015334138
49 43 55 37 11.6095103 693.9650076224926 59.77556242165465
40 39 41 38 45.4252586 462.4204306273981 10.179808434318922
42 40 44 38 27.094937 486.5984562259561 17.959017813031124
44 41 47 38 19.1456192 560.1073244290533 29.255116722944813
46 42 50 38 14.7811598 654.2046699298387 44.25935980543548
48 43 53 38 13.322392 682.7870488347037 51.25108530320258
41 40 42 39 52.1811283 511.4602431073804 9.801632501445555
43 41 45 39 24.1920781 446.68420235881035 18.464069126777925
45 42 48 39 19.7143816 659.4843037647108 33.45193966239909
47 43 51 39 17.2701365 744.045442216082 43.082777152113536
49 44 54 39 14.0571142 694.2329514249708 49.386591127286344
42 41 43 40 56.5237625 544.3212478507124 9.629954266592081
44 42 46 40 27.6690002 555.3736998847137 20.072055219570736
46 43 49 40 21.7119686 750.9189901210306 34.58548618760579
48 44 52 40 16.2316926 651.3679679509933 40.129392787477585
50 45 55 40 15.0168138 719.7058959578513 47.926671099687695
43 42 44 41 40.9714545 395.3391044711123 9.649135216107895
45 43 47 41 32.909685 699.6809552276293 21.260639693987628
47 44 50 41 21.1199032 643.6391200637509 30.47547680349931
49 45 53 41 17.3996695 649.5248163630752 37.32972148482907
44 43 45 42 62.509954 596.3539478207528 9.540143763675665
46 44 48 42 29.477238 616.9250924896845 20.928863568889476
48 45 51 42 21.5637828 577.3963923784484 26.776210729522298
50 46 54 42 20.092574 717.5386974848955 35.71163642273486
45 44 46 43 53.9172236 508.05443720363075 9.422859770613833
47 45 49 43 29.9176116 563.8445612783426 18.846576685899034
49 46 52 43 23.3296739 608.5076521521223 26.082990047800124
51 47 55 43 18.7282832 672.8229754106162 35.92550199212153
46 45 47 44 59.3198805 583.0356129674916 9.828671400770803
48 46 50 44 30.8791173 525.9351787813553 17.032066482721486
50 47 53 44 27.7022072 773.9387899131161 27.93780236807687
47 46 48 45 69.8531436 656.592186108785 9.399608267719895
49 47 51 45 39.202577 713.6729462407342 18.20474572987215
51 48 54 45 27.6536846 818.5906803353319 29.60150490525707
48 47 49 46 66.4595174 628.9089689993292 9.463038457142472
50 48 52 46 48.2999186 1013.9320266973373 20.992416883645376
52 49 55 46 27.3626336 804.6895571405654 29.408337256709288
49 48 50 47 87.9381514 843.3588038460308 9.590363117935986
51 49 53 47 45.0930413 913.1007447127947 20.249260604047894
50 49 51 48 133.384573 1323.154791870865 9.919848765950356
52 50 54 48 44.1133289 797.7810877785734 18.084808099317424
51 50 52 49 110.208075 1028.903816626958 9.336011146433307
53 51 55 49 50.7173917 920.4146906624269 18.147910604449063
52 51 53 50 158.938329 1473.3001753710807 9.269634232602764
53 52 54 51 146.540148 1409.808427549595 9.620629204971154
54 53 55 52 122.888538 1157.8088180061143 9.421617645138836
