x_m,y_m,gravity_disturbance_mGal
244696.525,398003.337,-10.159
244803.383,384333.033,-7.453
244909.232,402603.471,-11.698
245679.412,337383.199,-2.224
245784.254,347335.145,8.015
246021.155,359250.793,-1.203
246418.342,375771.023,-9.512
247559.499,365687.867,-8.014
247788.335,379512.732,-7.648
247913.338,442799.325,3.329
248719.809,369836.550,-9.108
249060.544,334875.753,-8.479
249765.198,343967.050,17.522
250045.447,387366.430,-4.748
250229.927,340421.044,11.416
250811.595,382459.398,-4.676
251209.790,423684.917,-1.691
251215.838,355115.454,-2.281
251365.036,394057.029,-11.515
252187.636,373007.829,-9.490
252265.259,377356.663,-8.922
252269.292,359228.554,-6.510
252414.457,351388.200,0.767
252473.934,366164.893,-4.947
252505.185,336921.740,4.445
253073.747,399497.797,-12.395
253377.182,414112.146,-0.141
253910.461,434328.495,0.793
254163.491,417536.950,-3.771
254404.425,441866.400,2.577
254612.091,388553.992,0.381
255222.993,381216.239,-7.486
255254.244,362216.362,-7.924
255990.149,342709.436,22.607
256191.767,370281.330,-12.386
256441.773,348809.589,-2.166
256588.954,395661.572,-7.701
256966.988,404979.706,-14.399
257302.681,372386.250,-11.856
257307.722,366000.325,-8.348
257388.369,413532.820,-8.028
257469.016,385620.670,-6.109
257595.027,357251.508,-5.790
257768.418,398606.013,-11.507
258338.997,376214.691,-12.050
258607.149,410277.033,-11.681
258803.726,339686.046,12.743
260756.395,354169.185,-9.641
261139.469,421127.434,-7.792
261317.901,377911.525,-12.074
261663.675,438740.710,8.382
261729.201,404206.902,-14.694
261941.908,401151.265,-9.040
262066.911,390934.675,-9.654
262330.022,334760.110,6.023
262498.373,409018.306,-12.493
262615.312,395811.685,-8.677
262638.498,415015.049,-6.083
262903.625,368223.112,-13.399
263082.057,362528.819,-10.548
263829.051,379457.135,-12.839
263845.180,345413.696,0.014
264226.238,383880.469,-10.905
264522.616,341956.646,-1.354
264703.064,358429.062,-10.612
265723.251,388892.024,-11.674
265866.399,338302.781,2.186
265911.763,374728.015,-10.465
266589.199,348617.222,-16.987
266609.361,398091.181,-9.668
266618.434,405195.425,-10.372
266680.935,394363.927,-8.124
267636.604,419509.548,-7.338
267773.704,422562.960,-4.853
269097.325,371655.699,-12.811
269151.762,352692.516,-16.034
269439.068,367740.526,-10.840
269690.082,334852.402,5.510
269860.449,379080.184,-13.242
270357.437,357437.204,-13.799
270404.817,394267.187,-7.066
270716.317,404013.423,-7.105
271005.638,408623.564,-10.605
271643.759,399199.794,-7.123
271741.543,375666.500,-11.097
271837.312,362854.620,-15.458
271906.870,430324.366,1.789
271978.444,419013.618,-7.962
272140.747,390495.455,-7.900
272734.511,382939.760,-12.366
272753.665,415200.744,-9.595
273100.448,386965.016,-9.962
273256.702,380857.079,-9.460
274074.262,422907.665,-4.954
274574.274,379341.492,-9.914
274953.316,411238.869,-11.053
275229.532,378061.639,-11.040
275359.576,367629.331,-14.544
276057.173,371323.226,-14.527
276173.104,399518.924,-6.172
276227.541,405405.583,-8.360
276402.948,419054.760,-10.128
276614.647,343910.341,-18.407
276660.011,374715.783,-14.218
277837.459,358765.983,-15.447
278196.339,386497.998,-4.950
278208.436,354102.468,-15.918
279542.138,395127.836,4.355
280156.064,378734.368,-5.004
280624.826,424797.978,-6.995
280696.400,430470.031,-1.021
280741.764,404087.923,-6.549
281004.875,351419.334,-16.130
281045.199,381969.028,-11.551
281066.369,409430.839,-4.712
281556.300,413784.121,-5.856
281575.454,373599.386,-13.016
281635.939,348122.405,-17.013
281759.934,344486.331,1.972
282555.317,384830.074,-7.738
283042.224,429858.459,-2.229
283087.588,369726.467,-12.415
284813.437,399819.150,-4.573
285734.830,339209.019,-1.512
286070.524,394158.216,13.143
286093.710,383580.243,-9.535
286396.137,388847.547,0.275
286424.363,409904.530,-3.793
286562.471,387891.270,-4.778
286918.327,416209.282,-4.330
287016.112,421309.793,-4.691
287091.718,375963.390,-6.261
287658.264,405516.778,-3.020
287670.361,364573.694,-11.749
288285.296,378795.525,-1.578
288419.372,429850.676,0.550
288597.804,359370.883,-5.307
288807.486,400106.033,-5.402
289277.256,423557.043,-4.418
289326.652,343064.147,14.786
289871.020,372313.973,-3.013
290226.876,392170.051,7.632
290337.766,419042.529,-4.670
291323.677,382581.712,-8.193
291689.613,369913.274,-0.967
291982.967,408894.880,-3.280
292184.585,435487.147,0.385
293104.971,415949.086,-2.629
293713.856,379215.842,0.806
294085.841,404013.423,-7.117
294218.909,388382.752,11.848
294269.314,338142.660,33.379
294556.619,394806.483,10.157
294769.326,343538.950,30.466
295013.284,400657.560,-3.382
295295.548,375259.526,4.443
295325.791,365299.797,-2.202
295451.802,430866.997,3.199
295814.714,383919.387,-1.278
296726.027,410438.265,-5.990
297059.705,352009.779,7.275
297332.897,380858.191,-1.324
297475.037,420342.398,-1.990
297708.914,425317.259,4.511
298291.590,390704.502,8.960
298484.135,370362.502,4.663
298645.429,347930.037,8.311
298945.840,411814.859,-6.470
299211.975,385530.602,5.804
299463.997,336160.054,33.849
299762.392,364635.963,1.967
299957.961,397808.746,9.755
300028.527,343227.604,11.092
300029.536,373927.411,7.798
300064.819,355373.426,14.926
300483.176,378834.443,0.770
300528.540,429854.012,9.538
300602.130,359645.535,11.147
300892.460,423882.844,1.696
301129.361,401541.559,-3.815
301703.972,408751.438,-7.589
302195.919,415070.646,-1.755
302380.400,437480.872,6.387
302692.907,442351.209,1.068
303061.868,403623.128,-5.985
303331.028,389545.851,12.323
303542.727,431018.222,11.112
303763.498,421799.051,3.479
304509.484,400088.242,6.981
305369.384,425231.638,10.323
305483.298,394322.785,13.596
305677.860,418604.421,4.398
306333.118,412269.646,-0.570
306839.178,408337.793,-6.382
307092.209,391262.700,13.980
307339.191,439711.442,8.055
309303.957,432331.435,11.031
311126.582,442969.453,4.288
311277.795,400470.752,17.269
311293.925,418274.172,7.992
311772.767,422618.558,10.010
312772.792,405272.149,3.934
313458.292,412306.340,3.310
313908.908,394093.723,11.286
314068.186,428849.921,14.096
314395.815,437534.245,13.936
316215.416,407914.141,3.969
316446.269,403771.018,15.311
317013.823,443070.641,7.727
317260.805,434261.778,14.631
317509.803,416699.652,9.580
317924.128,424807.986,13.257
318187.239,410866.366,1.287
318529.989,391717.488,10.269
319205.409,397984.434,18.774
320314.307,438732.926,11.472
321897.007,408880.425,8.381
322931.307,426621.575,17.172
323236.758,399873.635,27.527
323286.154,414717.046,7.743
323461.562,419978.790,15.475
323909.153,430398.867,18.018
323935.364,391807.555,6.663
325517.056,436217.697,15.957
325601.735,410880.821,7.163
326108.804,395157.859,20.249
326785.232,441163.648,15.554
327032.214,401343.632,19.421
327381.013,416851.989,9.576
327852.799,424723.478,17.573
328379.021,390450.977,26.611
329468.766,406623.168,21.160
329743.974,399133.077,27.639
330432.499,395500.339,27.227
330955.697,415635.516,10.993
331303.488,432209.120,16.748
331415.386,420865.014,12.865
332206.736,390640.009,25.384
332515.211,439850.435,18.973
332855.945,402227.632,29.122
332898.285,415828.995,12.999
333530.357,429399.224,19.087
333767.258,435752.902,17.906
334219.890,412401.968,15.176
334369.087,425457.364,15.207
335079.790,419013.618,12.817
335960.860,406749.930,29.534
335996.143,397002.582,37.406
337281.457,439765.927,15.431
337501.221,390443.194,32.901
338259.304,430209.835,15.198
338405.477,399701.283,39.576
338705.887,415412.015,16.744
339242.191,434141.688,14.986
340912.595,404369.246,38.756
341155.544,412128.428,26.674
341699.912,408201.024,28.118
341946.894,389996.190,29.244
342524.529,437503.111,14.227
342530.578,421034.030,13.577
342778.568,433941.537,14.712
342901.555,417091.058,17.770
343188.860,427593.419,17.705
343315.879,398125.651,32.270
344058.841,402117.549,36.714
344338.082,440333.021,12.178
345647.590,411264.444,29.034
346350.228,392731.585,31.293
347182.910,427737.972,13.829
347760.545,406858.901,37.318
347789.779,418117.387,17.842
348301.889,432713.945,11.489
348794.844,396019.619,29.437
348798.877,400174.974,31.541
349268.646,389617.015,23.303
350264.639,444026.917,5.325
350323.108,421534.407,15.547
350570.090,441149.192,5.655
350700.133,411169.928,34.755
351939.075,437262.930,8.630
352878.614,424650.089,11.866
353287.898,429837.332,11.613
355634.730,434714.342,9.414
356078.289,441868.623,2.035
357801.114,421134.105,19.835
358103.540,430971.521,5.914
359688.257,427017.429,8.388
361318.337,432215.792,1.138
362302.232,423859.493,13.669
363285.119,436504.580,-0.170
363307.297,440916.795,-4.053
364167.197,417717.085,21.596
364833.544,429540.442,3.440
365818.447,420618.161,15.703
367814.464,426197.922,5.108
368174.352,440169.565,-6.862
368518.110,444119.209,-10.450
368545.329,431132.753,0.941
370448.601,436865.964,-3.293
372028.277,424358.758,6.516
372625.066,440676.614,-9.870
372637.163,433680.229,0.205
373096.852,430286.560,6.121
373787.393,420911.716,11.953
374001.108,427944.795,10.217
376434.635,417871.646,19.633
376822.750,433351.092,3.383
378583.881,437603.186,4.794
378985.101,440756.674,-4.901
384790.687,436403.393,9.928
392867.498,442612.517,6.479
302348.141,374589.021,6.567
302675.770,384738.894,0.763
302848.153,355856.012,28.347
303355.222,352033.130,30.329
303364.295,370514.839,4.480
305917.785,340027.414,37.652
305924.841,364875.032,6.705
306407.716,359174.068,13.905
306729.297,344667.578,24.083
307832.146,379754.025,-4.395
307867.429,335547.370,39.463
309645.699,385151.427,15.516
309818.082,369869.908,2.179
310161.841,374444.468,2.424
310774.759,341577.471,48.194
311021.741,345092.343,53.387
311173.962,388704.105,13.608
312042.935,365719.002,-0.528
312580.247,350162.832,32.616
312723.395,354504.993,24.705
314281.901,360254.883,17.021
314726.469,382186.970,4.000
314736.549,357509.480,31.395
315174.060,385527.266,15.476
315175.068,336205.644,49.673
315312.168,371017.440,3.312
315695.242,344713.168,27.599
315929.119,378698.786,-0.213
318126.754,375338.475,-2.169
318723.542,349454.520,31.501
318775.963,364999.571,4.408
318880.804,388665.187,9.101
318882.821,334459.884,38.675
319881.837,340208.662,55.032
320358.663,359624.408,0.013
321252.838,380987.177,9.951
322632.912,370330.255,-0.146
322846.627,345999.693,42.167
323012.962,385359.362,12.275
323226.677,376689.493,8.164
323298.251,354342.649,33.565
324952.526,351252.542,21.366
325464.635,367145.633,6.210
327149.152,334627.788,30.174
327204.597,380954.931,17.513
327427.385,363471.752,3.519
327729.812,344637.556,17.829
328060.465,338028.129,31.306
328545.356,349871.501,18.415
328588.704,375988.965,14.472
328667.335,372389.585,33.441
329196.582,357180.343,1.901
329572.599,385807.477,19.555
331133.121,343045.244,34.514
331306.512,369813.199,11.205
331421.434,360426.123,11.285
332842.840,378827.772,21.135
332981.957,336540.341,56.595
333492.050,354681.793,26.249
334070.693,343470.009,35.783
334128.154,338528.506,44.703
334131.178,346899.260,22.904
334833.817,384714.431,23.330
335111.041,364717.135,47.257
335123.138,350374.102,18.470
335516.293,360701.887,33.054
335607.021,334162.994,37.193
336099.977,374973.756,20.869
337436.703,371388.831,26.752
338008.290,353758.875,31.984
339334.935,356785.601,35.315
339403.485,340099.691,26.398
339507.318,344236.142,31.624
340449.882,381479.771,21.240
340889.409,360587.356,28.737
341204.941,385806.365,25.426
341663.621,375569.760,18.047
342523.521,335443.959,28.932
343118.294,369393.994,22.484
343732.220,350559.797,45.657
344062.874,354392.687,39.437
344496.352,379276.999,22.630
344811.884,363421.715,30.981
344980.235,359811.215,35.039
345489.320,386197.771,28.432
345859.289,340322.081,41.755
347391.584,346510.078,39.796
347488.361,381547.600,25.469
347691.995,375886.666,27.437
348464.191,366607.449,29.346
348490.401,336240.115,44.815
349307.962,350004.935,55.583
350280.768,369559.675,23.258
350497.507,360529.535,38.994
350602.348,384139.553,28.958
351111.433,355669.204,54.753
352185.049,405577.935,34.122
352308.035,338562.977,45.759
353308.060,414689.247,34.081
354946.205,360876.463,36.007
355096.410,390565.508,23.196
355141.774,398732.776,26.218
355154.879,379300.350,20.710
355782.919,350699.903,37.133
356180.106,375470.797,25.240
356988.594,369837.662,36.712
357416.024,356621.033,27.550
358242.657,385078.039,26.443
358271.891,408112.068,38.345
358466.453,401930.742,32.809
358541.051,395931.775,23.972
358643.876,336021.061,5.816
359118.686,411763.709,44.674
359623.739,372534.139,31.982
359781.001,416388.306,29.841
360027.983,359524.332,24.791
360372.749,391055.878,22.862
360773.969,340890.287,11.216
360832.438,366077.049,21.480
361604.634,382507.212,22.107
362015.935,347507.497,19.484
363077.453,377356.663,22.631
363142.979,350950.092,16.957
363467.583,353807.801,17.638
363667.185,387978.002,25.078
363917.191,405613.518,33.325
364370.831,336310.168,14.899
364643.015,399501.132,25.062
365059.356,345352.539,14.290
365134.963,359379.779,23.611
365756.954,409520.907,30.837
365970.669,369730.915,26.000
366162.206,393622.257,26.264
366529.150,375083.839,25.930
367814.464,379193.603,36.020
368105.802,412069.495,29.511
368196.530,341198.297,28.118
368463.674,404353.679,28.335
368501.981,365522.187,30.022
368521.135,416403.873,20.528
369030.220,407857.431,29.350
369089.697,388868.674,26.778
369572.572,355139.916,27.264
369771.165,398607.125,40.009
369996.977,334384.271,28.112
371634.114,385691.835,34.191
372096.827,401054.526,41.420
372181.507,376389.267,38.752
372643.212,396402.130,48.917
372715.794,350599.828,26.859
372839.789,390819.033,44.052
372985.962,361203.376,35.796
373727.916,368900.289,38.708
374055.545,344148.298,25.024
374147.281,365075.183,45.864
374353.939,338800.934,27.131
374778.345,408726.976,43.447
375729.981,358056.559,42.745
375860.024,414198.878,27.567
376079.788,334365.368,38.563
376493.104,401013.383,46.640
376550.565,354428.269,36.493
377217.921,396774.633,53.947
377562.687,382622.855,46.125
377742.127,423249.033,18.091
377758.256,371863.633,42.523
377955.842,428434.052,11.740
378442.749,368623.413,46.063
378554.647,349246.585,34.066
379168.573,364228.990,55.569
379327.851,340285.386,29.475
379332.892,420526.981,28.159
379511.324,408008.656,46.281
380184.727,425979.980,23.766
380423.644,404398.157,48.608
380424.652,344490.778,32.510
381239.188,401709.464,53.240
381286.569,430296.567,14.368
381398.467,411132.122,39.842
381836.985,372963.351,51.499
382155.542,358396.816,51.050
382322.884,398215.719,57.605
382351.111,377972.683,52.725
382478.130,419948.768,30.121
382737.209,339204.572,23.036
382834.994,353152.863,43.078
383378.354,424447.714,26.832
383442.872,385583.975,49.103
383709.007,343829.169,18.523
383931.795,362315.325,57.317
383977.159,414267.819,40.827
384045.709,335189.323,26.243
384071.919,369669.758,56.099
384235.230,366309.447,53.997
385145.534,394428.420,58.640
385375.379,391367.224,54.605
385379.411,406046.066,39.137
386008.459,375201.705,54.406
386083.057,380949.371,52.520
386548.795,348758.440,18.930
386572.989,338975.510,10.387
386712.105,418879.072,44.529
387422.808,424179.734,36.799
388126.454,360637.394,47.526
388259.522,429289.141,33.646
388480.293,438737.374,15.325
388737.356,353931.228,21.044
389375.477,342105.647,1.380
389645.645,402665.740,29.081
389751.494,337946.957,4.928
389824.076,414396.805,56.373
389827.101,379928.601,48.040
390131.544,369181.612,44.810
390202.110,385749.656,48.082
390625.507,419049.201,36.771
390714.219,366627.464,38.388
391302.943,426328.020,37.230
391491.456,359667.774,19.119
391552.949,434881.134,26.172
391637.629,395741.632,27.322
391640.653,374257.660,28.783
392139.657,391982.132,29.124
392214.256,335300.518,6.814
392255.588,350699.903,3.878
393240.491,348507.139,3.486
393489.489,405616.853,35.270
393730.422,369479.614,13.188
394361.486,389581.433,19.243
394453.222,437090.577,27.964
394507.659,366149.326,13.268
394695.164,428144.946,32.959
394836.296,343670.160,-4.543
394878.636,420635.952,36.131
395070.173,417639.249,37.844
395238.524,374366.631,14.997
395265.742,398449.228,18.302
395270.783,358816.021,9.161
396039.955,341027.056,2.676
396088.343,380294.433,20.267
396260.726,401832.890,21.903
396288.953,353395.268,6.200
397617.614,348974.158,4.012
397676.084,385819.709,22.233
397786.973,363847.591,16.551
397957.340,409357.451,26.838
398346.463,334591.094,1.212
398573.283,390008.422,20.703
398637.801,343141.984,-1.051
399488.628,377660.225,20.000
400077.352,401006.712,23.942
400296.107,338023.681,4.255
400483.612,406104.999,28.194
400523.936,385540.609,25.656
400582.405,382091.343,23.995
400923.139,369568.570,18.149
400929.188,429046.736,36.337
401256.817,417985.065,32.214
401344.520,353247.379,12.781
401347.545,411493.505,26.254
401393.917,395310.196,23.241
401650.979,374644.619,19.753
401785.055,367111.162,18.746
401905.018,440884.548,17.943
402538.098,443869.020,5.544
403193.356,361556.976,23.477
403797.201,334280.860,9.296
403810.307,347775.476,11.262
404014.949,340915.861,9.098
404260.922,426809.494,35.577
404488.751,433094.232,36.038
404633.915,390189.669,28.665
404753.878,372045.993,23.572
404835.533,383551.332,31.126
405065.378,402971.526,31.166
405277.076,398066.718,32.401
405533.131,417878.318,31.323
405538.172,393057.386,29.228
406029.111,364351.304,24.712
406067.418,413380.483,28.504
406143.025,342207.946,13.260
406249.883,436294.422,24.167
406526.099,380431.203,35.190
407466.646,408976.052,31.670
407631.973,368242.015,23.404
407719.677,375335.139,31.672
407951.537,421767.917,32.905
407965.650,357957.596,23.823
407988.836,433176.516,33.823
408003.958,335487.325,28.022
408276.142,353946.795,24.401
409141.082,405920.416,36.806
409157.212,401938.525,37.460
409238.867,348254.727,25.106
409501.978,395882.850,40.170
409510.043,439209.953,14.857
409571.537,387698.903,37.282
409665.289,344253.933,26.330
410034.250,414094.355,34.763
410220.746,362773.448,25.034
410240.908,418070.685,33.619
410600.796,340746.845,23.194
410612.893,443551.003,11.164
410788.300,379350.388,40.726
410966.732,369182.724,28.748
411438.518,428513.001,30.554
411842.762,382573.929,40.452
411859.899,372418.496,35.156
412534.311,354145.834,25.371
413218.803,338078.167,36.186
413672.444,435794.045,27.055
413684.541,442004.281,11.002
413722.848,365229.744,31.605
414100.882,424755.724,32.988
414110.962,390576.628,44.345
414182.537,413307.095,39.120
414185.561,357527.272,22.666
414236.974,432263.606,31.637
414276.289,373875.150,37.242
414318.629,406068.305,38.113
414387.179,421642.266,33.790
414432.543,393840.199,44.875
414653.314,401530.440,39.595
415431.559,350885.599,29.322
415512.206,369340.621,35.654
415921.491,345403.689,38.286
416326.743,396868.037,45.494
416599.935,418267.500,40.693
416645.299,336942.867,35.240
416768.286,378658.755,44.130
416800.544,353311.872,24.927
417119.101,427453.313,34.049
417692.703,439932.720,14.782
417724.962,382509.436,46.372
417951.782,364355.752,30.464
418382.237,392389.105,49.794
418446.754,407121.321,44.455
418519.337,386639.215,48.080
418964.912,375908.905,45.278
419231.048,349572.386,35.702
419409.479,360667.416,40.936
419431.657,334327.562,38.236
419652.429,344296.187,35.540
420019.373,404498.232,45.333
420223.007,417433.538,44.934
420366.156,399884.755,47.686
420629.267,339920.667,46.486
420710.923,422798.693,38.637
421061.738,426418.088,41.561
421178.676,370643.825,39.734
421254.283,367507.016,35.579
421306.703,413141.414,49.281
421375.253,435941.934,30.222
421675.664,408362.256,51.084
421792.602,433565.698,33.960
421846.031,440271.864,18.071
421866.193,373001.158,41.609
422322.857,364516.985,35.712
422494.233,379886.347,47.893
422507.338,402004.130,48.443
422584.961,355082.095,27.560
423012.390,396992.575,53.817
423334.979,349664.678,34.778
423568.856,385698.506,51.807
423753.336,394043.685,56.612
423986.205,346477.832,40.295
424360.206,360238.204,29.343
424560.815,443002.812,2.995
424765.458,427205.348,45.809
425138.451,389301.222,52.407
425162.645,422453.989,47.498
425335.028,357012.439,23.970
425527.573,408691.393,53.914
426007.424,337449.916,32.006
426200.977,378048.295,44.639
426202.993,416846.429,54.725
426244.324,369055.962,32.642
426277.591,419872.043,53.052
426283.640,399155.316,48.374
426530.622,411658.074,57.582
426534.654,334069.590,42.460
426647.560,342648.278,37.434
427019.545,403458.560,51.421
427125.394,384117.314,49.470
427356.247,374770.269,41.721
428000.416,353870.070,30.201
428406.676,364967.324,26.508
429015.562,345463.734,34.155
429084.112,427037.444,48.602
429473.234,440308.559,17.284
429574.043,350251.787,27.439
431082.145,360526.199,26.975
431597.278,417693.734,57.724
431604.335,335852.044,36.124
431752.524,338673.060,34.356
431832.163,356460.912,29.821
434005.604,351091.309,31.536
434271.739,406388.546,52.236
434280.812,402575.672,50.004
434346.338,412815.613,54.701
434504.608,439442.350,25.416
435379.629,342697.204,27.391
435780.849,397283.906,59.056
436942.167,347864.432,22.230
437055.073,337928.054,28.794
437971.427,423623.760,54.292
438111.551,390621.106,44.993
438378.695,384548.751,43.207
438769.833,334424.302,29.822
439219.441,381212.903,39.133
440317.250,429845.116,48.705
440351.525,376322.550,45.558
440911.015,372169.419,42.756
441925.153,434628.722,45.834
442083.423,368746.840,33.401
442100.560,346267.673,24.455
443586.484,365089.638,35.612
443778.021,362076.256,36.440
444594.573,357860.856,29.516
445029.059,338571.872,21.790
445435.319,353043.892,9.994
446635.954,342475.926,19.049
447282.139,424931.412,47.474
448676.326,335716.387,27.663
450318.504,357869.752,22.425
450417.296,350054.972,22.905
451505.025,339183.444,23.622
451833.662,346884.805,27.597
452155.242,353598.755,25.368
452378.030,360957.635,20.835
452491.944,365461.030,29.121
453331.682,368796.877,31.010
453682.497,381477.547,40.288
454052.466,342714.995,35.163
454126.057,384188.479,39.390
454172.429,439961.630,30.247
454339.772,376766.218,33.881
454401.265,337433.236,32.501
454507.114,397336.167,53.508
455684.563,390479.888,46.748
456187.599,423095.584,53.965
456355.950,414757.076,52.503
456996.087,340098.579,24.404
457536.423,359718.924,20.191
457625.134,384599.900,39.930
457698.725,404007.863,58.253
458063.653,380428.979,52.104
458203.778,427544.493,46.884
458223.939,363312.744,18.079
458707.822,425876.569,46.341
458707.822,356754.467,23.069
458707.822,406973.432,58.556
458876.173,412347.482,55.633
459516.310,335617.423,20.336
459535.464,352691.404,27.277
460395.364,346816.976,26.861
460869.166,341109.341,19.570
461670.597,350314.057,25.780
462635.338,366700.853,16.449
463117.205,378437.477,33.331
463146.439,359311.950,16.213
463244.224,440146.214,27.051
463996.258,335724.170,19.584
464103.116,355301.149,15.055
464355.138,375725.433,28.824
464589.015,372873.283,22.961
466656.606,349343.325,24.256
467257.427,338396.184,20.768
467266.500,380164.335,31.258
467940.912,345599.392,19.398
467947.968,427914.772,44.702
467983.251,341518.538,16.293
468186.885,354206.991,17.319
468246.363,362591.088,18.658
468622.380,440887.884,29.859
469292.759,435698.417,35.712
469629.461,433104.239,39.265
470334.115,334101.836,9.623
471477.289,441443.859,29.620
471899.678,337385.423,28.756
471948.066,357830.834,21.296
472149.684,427544.493,46.026
472317.027,384548.751,36.671
472975.309,341927.735,27.509
473044.867,363100.361,27.949
474410.828,345631.638,24.252
474669.907,388255.990,49.109
475877.598,352155.445,26.611
476517.735,393815.736,48.144
476540.921,337905.815,19.542
477862.526,397891.030,51.426
478240.559,344437.405,21.197
478529.881,335169.308,12.568
478869.607,440517.605,40.466
479206.309,428470.747,51.129
479374.660,401229.102,59.029
480043.023,350110.570,22.642
480293.029,354449.396,35.776
480402.911,358343.442,43.698
480886.794,404749.533,67.643
480905.947,362209.690,38.179
481558.181,365645.613,34.004
482798.131,340046.317,10.063
483406.009,408454.548,70.547
484183.245,350687.672,36.948
484582.449,412347.482,72.144
484953.426,365387.641,38.897
486437.333,340790.211,17.219
486570.401,360433.907,47.662
486599.635,416054.721,70.151
486766.978,434402.996,44.180
487511.956,367693.824,42.091
488614.806,441443.859,50.287
488893.038,347384.070,49.538
488951.508,419019.178,68.916
490630.984,424765.732,62.965
491294.307,352842.629,45.655
491638.065,428656.442,53.831
491975.775,396780.193,63.027
493150.199,433104.239,44.472
493990.946,393628.928,59.203
494494.990,437921.204,49.163
495336.745,427729.077,46.931
495943.614,443572.130,58.564
497463.813,357910.894,41.695
497494.056,374754.702,26.583
499620.116,433048.642,46.018
500712.885,414015.406,25.279
500748.168,392748.265,57.738
501215.921,421614.468,58.828
501552.623,399745.761,54.136
502225.019,410679.558,49.109
503399.443,433289.935,36.560
503736.144,377877.055,-1.594
504239.181,437366.341,29.602
504744.234,408085.381,56.908
505248.278,368055.207,-10.261
505248.278,424208.645,50.889
506592.061,405305.508,30.355
507432.808,410122.472,61.084
508440.897,429212.417,31.864
509449.994,371760.222,-7.723
510120.373,437921.204,23.737
510624.418,335808.678,50.897
511296.814,378248.446,-4.613
511632.507,414202.214,18.250
512808.947,378248.446,-7.695
514826.134,363051.435,-16.302
515497.521,357860.856,-21.624
515833.215,434957.859,10.378
516168.909,375653.157,-3.300
517512.692,367498.121,-9.868
519026.842,410866.366,8.010
519193.177,385476.116,-1.906
519193.177,353414.171,-42.586
519529.878,391406.142,2.375
520033.923,438108.011,2.622
520033.923,400487.431,-1.039
520538.976,372504.116,-3.408
523897.929,389182.243,-4.575
524906.018,350635.410,-52.826
526586.503,437366.341,-5.643
527594.592,348410.400,-60.865
529946.465,342293.567,-67.019
531291.256,438665.098,-3.555
531627.957,336736.044,-47.353
533474.777,430695.757,-1.213
534147.172,437738.844,-0.088
534817.552,392888.370,-6.093
540028.365,430510.062,-0.565
543219.976,442370.113,9.039
543724.020,397151.584,-12.852
545571.848,430324.366,7.054
548765.474,404379.254,-10.309
552964.166,431064.924,11.455
555316.038,432177.986,14.696
555988.434,334882.425,-42.058
556155.777,354525.009,-62.336
556996.523,359159.613,-66.464
557333.225,409940.112,-12.793
558342.322,347484.146,-38.782
558507.649,343406.628,-38.418
558677.008,428286.163,-7.544
560019.783,436440.087,9.533
560357.493,337662.298,-40.898
561366.590,365089.638,-61.400
561701.276,341369.537,-37.161
562541.014,366201.588,-61.394
564558.200,425876.569,-12.001
564725.543,368796.877,-60.644
565061.237,339144.526,-37.919
565397.939,440702.189,7.496
565733.633,401413.685,-21.230
568253.856,373244.674,-59.094
568422.207,444595.123,5.285
568589.549,341924.399,-38.998
568756.892,335437.287,-47.309
570605.728,387144.040,-48.745
571781.160,402897.026,-28.601
572790.257,394555.182,-17.381
572958.608,410309.279,-19.910
573462.653,420132.239,-14.688
574302.391,373244.674,-59.643
574470.742,345260.247,-42.553
580686.620,348781.791,-42.186
586734.148,351006.801,-42.305
591943.953,353414.171,-39.475
592784.699,383991.664,44.296
593119.385,377506.776,44.452
593959.123,373799.537,42.341
596480.354,390293.081,47.272
597488.444,354711.816,-37.540
603201.285,354897.512,-47.089
608241.731,354525.009,-46.182
612441.431,353598.755,-49.548
615802.401,352857.085,-47.019
616809.482,333955.059,-14.095
619666.407,350819.994,-47.114
620842.847,336363.541,-30.210
625883.293,349336.653,-44.050
632771.567,348040.120,-40.636
639155.796,348967.486,-29.283
644028.899,414202.214,2.763
645875.719,437738.844,11.108
645875.719,348040.120,-24.630
648227.591,433104.239,11.999
651251.859,429582.696,16.911
652260.956,356750.019,-18.138
652766.009,347854.425,-9.378
653941.441,350819.994,-10.924
654109.792,360641.841,-23.201
655957.619,348781.791,-4.784
656964.701,411421.229,48.013
659316.573,423282.391,49.162
661837.804,350449.714,5.117
641844.370,444779.707,5.187
