x_m,y_m,total_field_anomaly_nT
46934.88,60203.16,-211.00
46910.87,60848.09,-45.00
46881.20,61249.50,295.00
46859.30,61924.45,134.00
46800.68,62924.10,13.00
46734.28,63742.49,213.00
46659.41,65061.26,232.00
46631.86,67528.68,131.00
46495.53,73427.57,148.00
45965.77,91508.98,92.00
48026.90,40593.93,-37.00
47944.26,42428.65,-39.00
47752.13,46723.00,-34.00
47667.37,48115.16,-21.00
47499.26,52319.44,-5.00
47433.57,55515.18,16.00
47432.86,56385.84,-4.00
47388.36,57873.62,-44.00
47345.98,58688.68,-204.00
47325.50,59164.60,-4.00
47299.36,59514.86,-84.00
47274.64,60000.78,-195.00
47269.69,60692.41,-125.00
47253.45,61170.55,165.00
47228.73,61836.61,194.00
47198.35,62499.33,-17.00
47178.57,63541.23,113.00
47165.86,63943.75,212.00
47135.49,65162.45,252.00
47135.49,65856.31,171.00
46928.53,71329.32,99.00
46672.12,80181.55,137.00
46169.91,96612.82,60.00
48264.24,41683.64,-39.00
47948.50,50323.49,-22.00
47783.21,55328.37,-23.00
47749.31,55984.42,37.00
47740.12,56514.82,-4.00
47680.79,58578.60,-104.00
47670.19,59239.10,-105.00
47657.48,60130.88,-225.00
47641.94,61261.73,115.00
47598.85,62582.73,-37.00
47557.18,63704.69,132.00
47533.87,64622.04,272.00
47514.09,65496.04,231.00
47468.18,66838.16,132.00
47254.15,73488.73,148.00
46884.03,85353.23,114.00
48675.33,39927.87,-42.00
48610.35,44387.90,-38.00
48548.89,46602.91,-34.00
48465.55,50321.26,-23.00
48235.98,54898.05,-31.00
48243.75,56448.10,-13.00
48168.17,59450.37,-95.00
48150.51,59862.90,-205.00
48129.32,60431.11,-405.00
48109.54,60853.65,-285.00
48088.35,61390.72,294.00
48065.75,61875.53,194.00
48033.97,62372.57,3.00
48008.54,62963.02,-37.00
47979.58,63441.15,63.00
47947.08,64010.47,162.00
47911.77,64683.20,262.00
47862.32,65597.22,241.00
47824.18,66705.84,141.00
47693.50,72411.25,119.00
47350.22,83227.18,116.00
46679.89,104529.90,58.00
49082.90,41624.71,-37.00
49046.17,46011.35,-21.00
48907.72,47784.91,-32.00
48626.59,52962.14,-4.00
48623.77,55230.52,-3.00
48687.34,57621.21,-13.00
48613.17,59535.99,-106.00
48558.08,60050.82,-295.00
48531.94,60503.38,-255.00
48487.44,60891.45,-265.00
48448.59,61263.96,-46.00
48407.62,61723.19,274.00
48341.23,62270.27,73.00
48287.55,62749.52,-48.00
48286.84,63287.70,43.00
48304.50,63931.52,142.00
48312.97,64589.80,242.00
48346.17,65442.66,281.00
48349.70,66312.21,201.00
48281.19,68180.28,100.00
48064.34,71698.49,99.00
48002.89,76694.48,143.00
47248.50,99996.49,55.00
49530.02,40254.79,-37.00
49360.49,45030.61,-26.00
49219.93,47264.52,-31.00
48945.86,53878.39,-12.00
48940.92,56475.90,-12.00
49011.55,59511.52,-96.00
48981.18,59945.18,-236.00
48909.13,60584.56,-233.00
48798.24,61382.94,-86.00
48748.09,61932.24,214.00
48711.36,62435.95,13.00
48676.74,63178.73,-7.00
48657.67,63589.04,92.00
48683.81,64449.69,192.00
48708.53,64990.10,292.00
48740.32,65997.52,271.00
48745.26,66556.84,191.00
48670.39,69016.47,95.00
48459.19,73176.27,148.00
48107.43,83562.99,116.00
47375.65,102920.91,58.00
49876.13,39663.23,-42.00
49763.82,44613.63,-31.00
49679.76,46443.90,-31.00
49610.54,52117.06,-10.00
49329.41,59157.92,-55.00
49301.86,59897.37,-156.00
49273.61,60347.71,-195.00
49258.78,61083.82,-206.00
49248.89,61550.84,74.00
49251.01,61927.79,194.00
49219.93,62383.69,4.00
49174.72,63222.10,3.00
49159.18,63755.84,102.00
49136.58,64487.50,202.00
49089.96,65895.23,282.00
49042.63,66681.37,181.00
48979.06,69026.47,94.00
48815.90,73855.67,151.00
48466.25,87998.55,97.00
47795.22,108447.30,47.00
50178.45,41948.29,-40.00
50127.59,44510.22,-20.00
50110.64,44957.22,0.00
50092.98,46157.01,-32.00
49924.16,50493.62,-22.00
49840.10,55599.69,-14.00
49589.35,59651.63,-86.00
49586.52,60381.07,-169.00
49596.41,61206.14,-199.00
49605.60,61556.40,54.00
49621.14,61952.25,134.00
49619.72,62452.63,-16.00
49573.81,63461.17,22.00
49540.61,63925.96,122.00
49509.53,64693.21,222.00
49426.89,66173.21,272.00
49417.71,66895.98,171.00
49385.92,69979.42,89.00
49262.31,73687.77,148.00
48947.28,84226.82,110.00
48506.51,99729.62,55.00
48093.30,108198.22,47.00
50628.39,41454.58,-39.00
50468.05,44691.46,10.00
50373.40,45540.99,-30.00
50331.72,46151.45,-37.00
50410.13,54052.97,-20.00
50044.24,58912.18,-34.00
50116.99,60848.09,-136.00
50112.76,61236.16,-166.00
50081.68,61700.95,24.00
50040.71,62649.45,-36.00
50006.10,63659.10,72.00
49983.49,64564.22,192.00
49936.17,65484.92,233.00
49878.95,66755.87,212.00
49826.68,67991.25,111.00
49625.37,71397.15,88.00
49613.37,76463.19,138.00
49099.14,91594.60,82.00
51534.64,39420.83,-38.00
51461.89,44053.21,-20.00
51377.83,45515.42,-21.00
50996.40,54827.99,-23.00
50895.39,58097.13,-21.00
50860.07,60512.28,-77.00
50868.55,61291.76,-177.00
50845.95,61689.83,-127.00
50833.94,62143.51,-57.00
50832.53,62657.23,-87.00
50824.05,63147.60,-87.00
50807.80,63682.45,112.00
50766.13,64549.77,222.00
50728.69,65160.23,232.00
50651.70,65782.92,203.00
50537.27,66870.40,222.00
50497.72,68125.80,121.00
50530.91,71390.48,98.00
50309.83,78627.04,128.00
49975.72,86805.43,101.00
49477.75,103346.79,59.00
49255.25,110145.25,34.00
51779.04,44317.85,-4.00
51752.20,45497.63,-5.00
51617.99,46904.24,-31.00
51414.56,54771.29,-13.00
51423.04,56413.63,-3.00
51358.76,60515.61,-57.00
51300.13,61416.29,-147.00
51261.99,61948.92,-107.00
51238.68,62295.85,-27.00
51206.89,62713.94,-187.00
51179.34,63343.30,-7.00
51153.21,64098.32,192.00
51119.30,64669.86,302.00
51132.73,65074.61,252.00
51145.44,65719.54,203.00
51182.17,66974.93,192.00
50874.20,72016.51,109.00
50489.95,85535.59,105.00
50141.01,99963.13,60.00
49819.62,106041.04,58.00
49852.82,108130.39,46.00
52249.47,40980.89,-37.00
52209.91,44297.83,-2.00
52149.16,45414.23,-2.00
52060.87,47343.46,-35.00
51907.59,54638.96,-30.00
51875.10,56010.00,-1.00
51676.62,60054.16,-57.00
51645.54,61143.87,-77.00
51640.59,62026.75,-187.00
51638.47,62728.39,-208.00
51630.70,63178.73,-7.00
51596.80,63881.49,193.00
51569.25,64588.69,282.00
51575.61,65178.02,113.00
51549.47,65799.60,193.00
51504.27,67259.59,162.00
51331.21,71372.69,99.00
50991.46,81353.54,117.00
50554.22,98414.18,57.00
50301.35,105200.41,57.00
52797.59,38433.41,-41.00
52746.03,40699.57,-36.00
52510.82,44690.35,20.00
52497.40,45181.83,-20.00
52445.13,48223.02,-26.00
52405.57,52639.68,-11.00
52216.97,55440.68,-7.00
52080.65,57888.08,-10.00
52063.70,60543.41,-45.00
52084.18,61484.12,-87.00
52113.14,62132.39,-74.00
52130.80,62680.58,-138.00
52134.33,63383.33,13.00
52125.85,64056.06,173.00
52111.02,64496.39,373.00
52087.01,65066.82,93.00
52009.31,65747.34,193.00
51788.93,67900.07,132.00
51671.67,71001.30,120.00
51731.00,72026.51,109.00
51668.85,77787.52,128.00
51201.24,85418.83,105.00
50898.92,100499.09,58.00
53064.59,40920.84,-39.00
52909.20,44453.51,-30.00
52891.54,44876.05,50.00
52913.44,45762.27,-41.00
52837.15,51563.31,-14.00
52637.25,54846.90,-24.00
52572.27,58027.07,-13.00
52389.32,59642.73,-27.00
52257.24,60571.21,-50.00
52214.15,60846.98,-7.00
52156.93,61285.08,-57.00
52120.20,61550.84,-107.00
52058.04,61972.27,-137.00
52032.62,62192.43,-87.00
52031.91,62353.67,-127.00
52027.67,62583.84,-188.00
52033.32,62789.55,-138.00
52029.08,62989.70,-87.00
52033.32,63162.05,-27.00
52034.74,63368.88,23.00
52052.39,63650.20,73.00
52051.69,63823.66,133.00
52070.05,64026.04,193.00
52079.24,64297.35,293.00
52103.25,64493.06,351.00
52113.85,64716.56,193.00
52113.14,65094.62,95.00
52124.44,65480.47,143.00
52150.58,65798.49,193.00
52268.54,67309.62,141.00
52315.86,68482.73,111.00
52051.69,71746.30,109.00
51956.33,76013.96,140.00
51724.65,82806.86,106.00
51565.72,92555.32,77.00
51157.45,105301.60,54.00
53433.31,39505.33,-34.00
53279.33,47917.23,-30.00
53086.49,53418.04,-16.00
52962.88,55217.18,-5.00
52954.40,58293.94,-16.00
52900.01,61347.35,-10.00
52864.70,62516.01,-27.00
52824.44,63188.74,-87.00
52741.79,64354.06,213.00
52716.36,65080.17,174.00
52728.37,65832.96,197.00
52703.65,67745.51,133.00
52402.74,71650.67,112.00
52210.62,82190.84,106.00
51976.11,91470.06,83.00
51754.31,101954.63,59.00
53965.19,37250.30,-46.00
53842.29,39706.60,-38.00
54112.82,43558.39,-11.00
53607.07,47624.79,-32.00
53572.46,52832.05,-8.00
53390.93,56128.98,-4.00
53277.91,58410.69,-18.00
53268.73,61347.35,-12.00
53257.43,62957.46,-147.00
53180.44,64001.58,34.00
53126.05,64775.49,144.00
53080.13,65667.28,194.00
53097.09,66744.75,164.00
52989.02,68113.56,111.00
52971.36,70201.80,119.00
52919.79,73613.27,129.00
52618.89,77145.93,128.00
52578.63,80495.12,111.00
52557.43,84018.89,98.00
52325.05,90914.08,83.00
54406.66,37220.28,-44.00
54165.80,43146.97,-31.00
54299.30,44530.23,-40.00
54388.30,47429.08,-32.00
53536.44,53857.26,-13.00
53354.90,57389.93,-16.00
53330.89,60037.48,-17.00
53529.37,62298.07,-37.00
53548.44,63174.29,-187.00
53549.15,63703.57,14.00
53548.44,64827.75,-36.00
53523.72,66004.20,247.00
53443.91,67507.55,117.00
53438.25,68108.00,132.00
53451.67,71174.76,125.00
53198.80,78065.51,118.00
52952.99,85634.55,102.00
52582.86,96606.15,60.00
52390.74,105437.25,53.00
54721.69,40092.44,-48.00
54673.66,41641.39,-30.00
54368.52,45436.47,-32.00
54367.81,52107.05,0.00
54248.44,56182.35,-21.00
54065.49,59523.76,-7.00
54039.36,62180.20,-27.00
54013.22,62921.87,-127.00
53964.49,63521.21,-66.00
53892.44,64272.89,64.00
53868.42,64865.56,-71.00
53852.88,65665.05,235.00
53860.65,66404.50,235.00
53833.81,67063.88,134.00
53814.03,68103.56,172.00
53821.80,69000.90,101.00
53775.18,72839.35,119.00
53340.07,83467.36,104.00
53273.67,88742.45,90.00
53162.07,90738.40,88.00
52861.87,100522.44,56.00
52791.94,103931.67,58.00
52656.32,107875.76,42.00
55086.88,38708.07,-44.00
54914.53,43290.41,-11.00
54933.60,44476.86,-40.00
54838.24,50215.63,-15.00
54601.61,55623.04,-10.00
54520.38,58982.24,-8.00
54363.57,61514.15,-13.00
54343.80,62596.07,-47.00
54350.86,63294.38,-126.00
54367.81,64133.90,-26.00
54378.41,64844.43,-85.00
54386.18,65476.02,246.00
54327.55,66338.89,224.00
54280.22,66930.45,154.00
54213.83,67830.02,133.00
54184.87,69283.33,111.00
54030.88,73565.45,129.00
53787.19,83752.02,100.00
53568.93,86336.19,95.00
53638.86,90583.84,84.00
53595.06,92203.95,78.00
53364.09,95234.01,68.00
53366.21,98522.04,59.00
53300.52,101572.12,56.00
53302.63,103928.34,55.00
53034.93,109384.67,35.00
55502.21,40885.26,-43.00
55368.71,43438.30,-31.00
55275.47,45706.67,-31.00
55038.84,52479.56,-2.00
54941.37,56964.05,-9.00
54879.92,59886.25,-26.00
54858.02,61793.24,-36.00
54828.35,62510.45,-57.00
54805.04,63031.96,14.00
54727.34,63979.34,-56.00
54634.11,65403.74,315.00
54629.16,65840.74,224.00
54699.09,66642.46,174.00
54733.00,68432.69,132.00
54467.41,71153.63,126.00
54242.08,79578.87,110.00
54042.18,88729.10,87.00
53899.50,91825.88,81.00
53891.73,99339.32,60.00
53810.50,101125.11,62.00
53547.03,103315.65,57.00
53342.90,106309.02,50.00
56031.27,35805.88,-46.00
55810.18,42212.93,-30.00
55751.55,43563.95,-11.00
55709.17,45102.89,-29.00
55473.25,52671.92,-4.00
55405.44,56660.49,-14.00
55274.06,59582.69,-16.00
55227.44,61747.65,-56.00
55253.58,63116.46,64.00
55275.47,63801.43,-56.00
55161.75,64990.10,14.00
55102.42,66040.89,210.00
54987.99,67594.28,147.00
54925.83,69493.49,110.00
54677.90,82050.74,107.00
54308.48,91933.74,82.00
54085.98,101285.23,60.00
53821.80,109094.45,35.00
56411.99,37779.59,-39.00
56258.71,41824.86,-30.00
56053.16,43213.68,219.00
56063.76,43956.47,-31.00
56089.19,45235.21,-51.00
55935.91,52240.49,-4.00
55740.25,57408.83,-19.00
55662.55,60396.64,-45.00
55613.11,61759.89,-85.00
55614.52,62882.95,4.00
55556.60,64346.28,-96.00
55488.08,65439.33,184.00
55481.73,66602.43,183.00
55432.99,67838.91,142.00
55372.24,69466.81,106.00
55240.86,81504.77,107.00
54957.61,88875.88,89.00
54398.89,101667.75,59.00
54386.18,103649.24,59.00
54191.22,110062.96,24.00
56746.80,37185.81,-48.00
56628.13,41097.64,-38.00
56541.25,42380.83,-80.00
56488.98,43473.88,-81.00
56515.12,44853.81,-21.00
56493.93,46245.97,-42.00
56226.22,53638.21,-11.00
56185.96,58961.11,-22.00
56000.19,61098.28,-45.00
56009.37,62922.99,14.00
56021.38,64636.50,14.00
55869.51,66550.16,194.00
55812.30,68017.94,112.00
55837.73,72932.75,120.00
55504.33,81197.87,107.00
55175.88,88722.43,89.00
54779.61,103032.11,61.00
54675.78,108995.49,34.00
57159.31,37319.24,-48.00
57110.57,39946.78,193.00
57083.73,40548.34,-40.00
57018.75,41674.75,-50.00
56944.58,42543.18,-81.00
56902.20,43070.24,-120.00
56842.86,44266.70,-41.00
56880.30,45930.18,-22.00
56854.17,46480.59,-52.00
56684.64,53455.85,-15.00
56645.79,55665.29,-19.00
56462.14,60592.34,-47.00
56392.21,61670.93,-286.00
56352.66,62451.52,-6.00
56339.24,63516.77,-26.00
56357.60,64711.00,74.00
56342.06,65693.96,250.00
56341.36,66847.05,164.00
56161.94,69615.81,106.00
55789.70,82417.68,107.00
55779.81,86326.18,105.00
55416.04,95783.31,71.00
57494.83,38575.74,-28.00
57436.20,40249.23,-50.00
57405.83,41085.41,-70.00
57346.49,42406.41,519.00
57316.12,43098.04,143.00
57260.32,45174.05,-31.00
57234.18,46341.60,-32.00
57087.97,51367.61,-5.00
56940.34,56374.72,-18.00
56937.52,60504.50,-44.00
56893.02,61616.44,-236.00
56738.32,62994.15,62.00
56607.65,64080.52,-96.00
56331.47,65681.73,259.00
56072.24,67123.93,143.00
56292.62,69888.24,110.00
56404.93,75336.79,126.00
56130.86,86696.46,93.00
55828.54,95639.87,71.00
57843.06,38480.12,-38.00
57820.45,39698.81,-29.00
57870.60,40508.31,120.00
57867.07,41650.28,0.00
57805.62,42942.37,-56.00
57703.20,45666.64,-38.00
57610.67,47849.40,17.00
57473.64,51827.96,-4.00
57401.59,54853.57,-20.00
57245.48,59594.92,-25.00
57259.61,61587.53,-126.00
57232.06,62791.78,-29.00
57157.90,64163.92,-46.00
57117.63,65156.89,284.00
57015.92,66330.00,204.00
57023.69,67562.04,143.00
56854.17,72089.89,125.00
56746.80,77548.45,118.00
56470.62,88345.48,90.00
55942.27,108635.22,34.00
58285.94,39374.12,-38.00
58122.07,41151.02,-40.00
58165.15,42871.20,-50.00
58105.11,45973.54,-29.00
58037.30,49843.13,-9.00
57789.37,57781.33,-23.00
57634.68,60684.63,-46.00
57593.72,62296.96,-96.00
57921.46,63605.72,-56.00
58064.85,64168.37,74.00
58219.54,65403.74,225.00
58175.75,66863.73,163.00
57542.15,70265.19,123.00
56746.09,77600.72,118.00
56731.26,80186.00,113.00
56221.98,106898.35,48.00
58604.50,39873.39,-52.00
58555.76,41072.07,-50.00
58511.26,44923.86,-29.00
58427.21,46523.96,-33.00
58206.12,51671.17,-9.00
58127.01,56930.69,-14.00
58078.27,60175.36,-26.00
57914.40,61685.39,-26.00
57907.33,63236.55,-106.00
57950.42,64351.84,94.00
57955.37,65454.89,248.00
57918.64,67011.62,174.00
57833.17,70020.56,131.00
57716.62,74051.37,120.00
57357.09,84145.65,97.00
57044.17,97744.79,70.00
59054.45,39973.46,0.00
59039.62,40678.44,-30.00
59023.37,41456.80,-48.00
59025.49,42411.97,-30.00
59031.85,42741.11,40.00
59026.90,43151.42,-40.00
59000.06,44774.86,-35.00
58956.27,45703.34,-21.00
58760.61,49852.02,-13.00
58537.40,59086.76,-35.00
58427.21,61352.91,-56.00
58422.97,61703.18,-46.00
58416.61,62174.64,-196.00
58408.84,63020.84,-166.00
58399.66,63512.32,24.00
58381.30,64294.02,124.00
58348.10,65300.33,225.00
58319.14,66695.83,163.00
58192.70,69560.21,151.00
57849.41,84658.26,96.00
57258.91,92914.48,79.00
57375.45,100195.52,64.00
57028.63,110219.75,20.00
59425.28,40501.64,-40.00
59421.75,41903.81,-40.00
59425.28,42479.80,-30.00
59356.77,44292.28,-40.00
59317.21,45194.07,0.00
59295.31,45678.88,-21.00
59243.04,49882.04,-13.00
59012.77,55694.20,-25.00
58906.82,58529.67,-41.00
58869.38,60985.97,-106.00
58878.57,62055.66,-186.00
58859.50,62825.13,-146.00
58842.54,63312.17,54.00
58786.74,64573.12,145.00
58699.15,66098.71,185.00
58614.39,68978.66,152.00
58407.43,74162.57,120.00
58071.91,88405.53,91.00
57443.26,108621.88,34.00
59934.56,40686.22,10.00
59943.04,41233.30,-48.00
59866.05,42847.85,-30.00
59745.97,44972.79,-10.00
59671.09,46471.70,-21.00
59481.79,52578.52,-25.00
59382.90,57541.15,-17.00
59296.02,60257.64,-56.00
59378.66,61369.59,-146.00
59327.10,62123.49,-186.00
59304.50,62975.25,-105.00
59229.62,64138.35,155.00
59111.66,66411.17,155.00
58949.91,70862.30,141.00
58693.50,80914.32,118.00
58480.19,85591.18,95.00
57983.62,105246.00,57.00
60259.48,40792.97,10.00
60242.53,41132.12,-80.00
60207.21,41867.11,-50.00
60083.60,43591.75,-10.00
59931.03,45510.97,-26.00
59890.06,46430.55,-21.00
59846.97,48066.23,-12.00
59931.03,51433.21,-13.00
59877.35,54750.16,-25.00
59743.14,57602.31,-12.00
59589.16,59532.65,-26.00
59623.06,60502.27,-116.00
59639.31,61368.48,-135.00
59620.24,61987.84,-175.00
59544.66,62834.03,-135.00
59512.16,63212.09,15.00
59468.37,63746.94,165.00
59400.56,64744.36,131.00
59444.35,66986.05,154.00
59235.27,69923.82,161.00
59048.80,76235.24,131.00
58964.74,82744.59,108.00
58752.13,90510.45,88.00
58451.22,103173.32,68.00
60757.46,40261.46,-30.00
60712.96,40748.49,40.00
60688.94,41060.95,-20.00
60641.62,41506.84,-56.00
60440.31,43509.46,-34.00
60465.03,45295.25,-30.00
60473.51,47291.20,-19.00
60320.94,53521.45,-30.00
60193.09,57764.65,-15.00
60020.74,60076.39,-36.00
59953.63,60599.01,-136.00
60019.32,61726.53,-116.00
60118.92,62906.31,-115.00
60105.50,63893.72,155.00
59892.18,65561.64,135.00
59801.06,67274.04,144.00
59896.42,68193.62,143.00
59749.50,71397.15,122.00
59495.92,79998.08,128.00
58584.73,108367.24,35.00
60876.83,40598.38,-20.00
60935.46,41504.62,-52.00
60949.59,43965.36,-38.00
60565.33,54169.72,-24.00
60626.79,57414.39,-14.00
60542.73,60096.41,-56.00
60479.16,61432.97,-96.00
60409.23,62711.71,-155.00
60380.27,63195.41,-5.00
60332.94,64038.27,148.00
60290.56,65758.46,134.00
60254.54,67169.52,204.00
60261.60,67788.88,143.00
60300.45,68447.15,131.00
60316.70,69331.15,143.00
60245.36,70838.95,142.00
60035.57,73937.95,100.00
59840.62,85830.25,95.00
59421.04,98146.20,73.00
61457.45,39725.50,-19.00
61417.19,40526.10,-10.00
61414.37,41265.55,-49.00
61321.83,42915.68,-29.00
61327.48,43370.47,-20.00
61309.83,44789.32,-20.00
61210.94,48134.06,-13.00
61006.10,54471.06,-22.00
61010.33,56920.68,-22.00
60911.44,60393.30,-69.00
60881.78,61410.73,-106.00
60816.09,62603.86,-186.00
60851.40,63050.86,-86.00
60882.48,63534.56,64.00
60886.72,64317.37,124.00
60776.53,66759.21,134.00
60684.00,68826.32,93.00
60698.83,70675.50,152.00
60463.62,72620.29,57.00
60344.24,78391.31,141.00
59957.87,92608.69,88.00
59591.98,105114.79,96.00
59575.03,105649.64,56.00
61979.45,39350.77,-33.00
62002.76,39970.13,1.00
61979.45,40430.48,60.00
61956.84,40782.96,-80.00
61857.25,43084.70,-9.00
61805.68,43859.73,-40.00
61649.58,46243.75,-20.00
61561.29,51693.41,-29.00
61398.83,54603.38,-23.00
61413.66,58282.82,-14.00
61241.31,60716.88,-76.00
61176.33,62266.94,-176.00
61161.49,62987.48,-116.00
61165.73,63432.26,34.00
61200.34,64060.51,127.00
61273.10,66933.79,105.00
60974.31,68839.67,50.00
60828.10,70066.15,142.00
60869.06,71659.57,62.00
60936.17,73068.41,21.00
60878.25,74577.33,120.00
60565.33,86665.33,95.00
59931.74,108001.41,35.00
62283.18,36755.48,-37.00
62244.33,39566.49,-19.00
62248.57,39977.91,26.00
62252.10,40600.60,-96.00
62253.51,41465.70,-40.00
62218.19,42453.11,-50.00
62172.28,43132.51,10.00
62132.02,44402.36,-30.00
62091.76,46537.30,-17.00
61844.53,51805.72,-32.00
61799.33,55985.53,-33.00
61702.56,57841.38,-14.00
61584.60,60738.00,-95.00
61580.36,61480.79,-64.00
61570.47,62110.15,-156.00
61586.01,62762.86,-186.00
61602.96,63293.26,14.00
61559.87,64920.05,94.00
61473.70,67003.84,95.00
61354.33,68586.14,34.00
61313.36,69456.80,33.00
61299.23,70122.86,132.00
61302.76,71184.77,92.00
61313.36,71839.71,-8.00
61326.78,72834.90,-29.00
61299.23,73742.25,70.00
61197.52,75985.05,134.00
60859.17,88938.15,93.00
60371.09,105535.10,76.00
62572.78,37808.50,-42.00
62587.61,39898.96,-39.00
62574.90,40557.24,120.00
62572.07,41510.18,-40.00
62510.62,43191.45,-1.00
62436.46,44832.68,-20.00
62431.51,48021.75,-18.00
62190.65,54636.74,-25.00
62080.45,56918.46,-4.00
62075.51,60973.74,-85.00
62024.65,62311.41,-166.00
61983.68,63086.44,-66.00
61951.19,63739.16,124.00
61883.38,65230.28,64.00
61803.57,66766.99,105.00
61767.54,68546.11,44.00
61756.24,69023.14,-57.00
61732.93,69543.53,-17.00
61723.75,69970.52,82.00
61698.32,70904.56,122.00
61685.60,71387.14,22.00
61678.54,71795.23,-78.00
61636.16,72580.26,-139.00
61626.98,73065.07,-39.00
61605.79,73696.66,60.00
61535.15,75642.57,139.00
61401.65,82474.39,117.00
60953.12,97330.03,81.00
60683.29,107249.73,46.00
63020.61,39658.78,-44.00
62954.21,41430.12,-40.00
62948.56,42496.48,-40.00
62938.67,43181.44,-19.00
62842.61,45321.94,-17.00
62793.16,48393.14,-22.00
62698.51,53252.36,-32.00
62535.34,57185.33,-14.00
62437.16,60898.13,-75.00
62413.85,61738.76,-95.00
62358.05,62797.33,-156.00
62290.24,63564.58,94.00
62266.93,64669.86,64.00
62279.65,66216.58,84.00
62189.23,67508.66,75.00
62099.53,68923.06,-26.00
62057.85,69682.52,-27.00
62080.45,70436.43,136.00
62104.47,71464.98,-88.00
62112.24,72048.75,-288.00
62124.95,73031.72,-169.00
62132.02,73808.97,31.00
62146.15,75304.54,150.00
61751.30,81680.46,128.00
61263.21,100839.34,85.00
61139.60,109376.89,25.00
63548.25,36362.96,-44.00
63369.54,39364.12,-39.00
63282.66,40520.54,-40.00
63230.39,41768.15,-30.00
63224.74,42505.37,-49.00
63235.34,43267.06,1.00
63263.59,44207.77,-32.00
63245.23,45807.86,-20.00
63049.57,48733.40,-22.00
62953.50,56142.32,-23.00
62801.64,60316.58,-34.00
62812.23,61594.21,-130.00
62786.81,62562.71,-135.00
62754.31,63202.08,-26.00
62692.86,64041.61,94.00
62673.08,65553.86,74.00
62653.31,66788.12,55.00
62612.34,68060.19,35.00
62569.96,69077.62,-66.00
62549.47,69539.08,-147.00
62529.69,69908.25,53.00
62483.07,70823.38,102.00
62460.47,71213.68,-8.00
62445.64,71529.47,-188.00
62436.46,72166.62,-278.00
62436.46,72729.27,-349.00
62450.58,73248.55,-199.00
62468.24,73755.59,-9.00
62468.24,74281.55,150.00
62312.14,77368.32,149.00
62269.76,84348.02,106.00
61563.41,102477.24,83.00
63847.74,36507.52,-41.00
63885.18,38861.51,-18.00
63865.40,39782.21,-39.00
63738.97,42303.00,-39.00
63693.05,43178.10,-40.00
63582.16,44753.73,-20.00
63531.30,45990.22,-23.00
63560.26,48545.48,-20.00
63311.62,58430.71,-3.00
63170.35,61457.44,-85.00
63161.17,62347.00,-65.00
63159.76,62954.12,-45.00
63142.10,64619.82,64.00
63043.21,66787.01,51.00
63003.66,67605.40,45.00
62956.33,69216.62,-16.00
62935.14,69807.06,63.00
62911.83,70504.26,134.00
62873.69,71262.60,42.00
62855.32,71751.86,-58.00
62844.73,72252.24,-158.00
62840.49,72504.65,-259.00
62848.26,72948.32,-279.00
62848.26,73336.39,-349.00
62845.43,73657.74,-269.00
62851.79,73865.68,-69.00
62847.55,74096.96,121.00
62819.30,75319.00,160.00
62783.27,78679.31,178.00
62317.79,90213.56,92.00
61848.77,109215.66,26.00
64246.13,38060.91,-41.00
64243.30,40010.16,-45.00
64049.76,43398.27,-40.00
63956.52,45774.50,-10.00
63820.20,53693.81,-28.00
63525.65,60381.07,-24.00
63459.96,62345.88,-65.00
63447.95,62999.71,-25.00
63419.70,63494.53,75.00
63485.39,65016.79,57.00
63423.93,66971.59,55.00
63399.92,67942.32,15.00
63316.57,69633.60,44.00
63307.39,70280.75,83.00
63310.21,71128.06,82.00
63284.78,71752.97,-48.00
63267.83,72215.55,-98.00
63224.74,72975.01,-169.00
63200.02,73705.56,-209.00
63184.48,73979.10,31.00
63185.19,74312.68,171.00
63170.35,76074.01,109.00
63101.13,79248.62,181.00
62812.23,91145.37,92.00
62240.80,108999.94,26.00
64512.42,39488.65,-40.00
64470.04,43598.42,-10.00
64308.28,45935.74,-20.00
64076.60,57018.53,-16.00
64071.66,61081.60,-54.00
64016.56,61934.46,56.00
63930.39,62689.48,-64.00
63837.15,63400.01,45.00
63796.18,64187.27,65.00
63793.36,66485.67,84.00
63795.47,67882.28,35.00
63819.49,68815.20,49.00
63642.20,70679.94,133.00
63506.58,71511.68,52.00
63499.51,72146.60,-28.00
63488.92,73007.25,-89.00
63469.14,73820.09,-89.00
63503.05,74632.92,156.00
63547.55,77124.80,100.00
63459.96,79478.80,192.00
63228.27,86697.57,101.00
62598.92,107988.06,37.00
64919.98,43108.05,-20.00
64855.71,44284.49,-30.00
64793.55,49015.84,-32.00
64567.52,56114.52,-23.00
64292.75,61119.40,-44.00
64281.44,61477.45,-138.00
64268.73,61835.50,-23.00
64253.90,62285.84,67.00
64261.67,62858.49,-13.00
64280.74,63667.99,6.00
64265.20,64334.05,66.00
64251.78,65766.24,65.00
64140.17,67539.80,25.00
64106.27,68216.98,25.00
64049.76,68728.47,65.00
63881.65,70111.74,4.00
64023.63,70743.32,133.00
64063.89,71678.47,53.00
64061.77,72459.06,-47.00
64055.41,73009.48,-148.00
64044.82,73659.97,-88.00
64015.15,74303.79,-49.00
63952.99,75306.76,10.00
63917.67,77473.95,89.00
63950.87,79127.42,188.00
63801.83,83158.24,127.00
63075.00,106156.68,57.00
65487.18,36225.08,-45.00
65361.45,41492.39,-39.00
